PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),CNDC LEVEL1 (S/m),CPHL LEVEL1 (milligram/m3),DEPH LEVEL1 (meter),PRES LEVEL1 (decibar),TUR4 LEVEL1 (ntu),QC
EXIN0004,2025-01-16T13:00:00Z,43.2388,5.2853,14.198,38.549,45.922,10.016,0.5,0.51,0.247,01111110711
EXIN0004,2025-01-16T14:00:00Z,43.2388,5.2853,14.189,38.539,45.903,13.17,0.5,0.54,0.292,01111110711
EXIN0004,2025-01-16T15:00:00Z,43.2388,5.2853,14.168,38.554,45.896,14.866,0.5,0.56,0.337,01111110711
EXIN0004,2025-01-16T16:00:00Z,43.2388,5.2853,14.164,38.553,45.89,28.193,0.5,0.43,0.337,01111110711
EXIN0004,2025-01-16T17:00:00Z,43.2388,5.2853,14.165,38.549,45.887,18.533,0.5,0.62,0.337,01111110711
EXIN0004,2025-01-16T18:00:00Z,43.2388,5.2853,14.124,38.55,45.846,19.4,0.5,0.55,0.382,01111110711
EXIN0004,2025-01-16T19:00:00Z,43.2388,5.2853,14.134,38.552,45.858,20.662,0.5,0.66,0.27,01111110711
EXIN0004,2025-01-16T20:00:00Z,43.2388,5.2853,14.139,38.544,45.854,19.716,0.5,0.69,0.225,01111110711
EXIN0004,2025-01-16T21:00:00Z,43.2388,5.2853,14.139,38.552,45.862,19.006,0.5,0.5,0.472,01111110711
EXIN0004,2025-01-16T22:00:00Z,43.2388,5.2853,14.133,38.548,45.852,16.601,0.5,0.54,0.247,01111110711
EXIN0004,2025-01-16T23:00:00Z,43.2388,5.2853,14.123,38.554,45.848,20.78,0.5,0.65,0.225,01111110711
EXIN0004,2025-01-17T00:00:00Z,43.2388,5.2853,14.119,38.542,45.831,20.07,0.5,0.54,0.315,01111110711
EXIN0004,2025-01-17T01:00:00Z,43.2388,5.2853,14.105,38.492,45.763,16.916,0.5,0.56,0.247,01111110711
EXIN0004,2025-01-17T02:00:00Z,43.2388,5.2853,14.094,38.622,45.888,17.744,0.5,0.6,0.292,01111110711
EXIN0004,2025-01-17T03:00:00Z,43.2388,5.2853,14.087,38.577,45.834,17.429,0.5,0.55,0.27,01111110711
EXIN0004,2025-01-17T04:00:00Z,43.2388,5.2853,14.071,38.574,45.814,18.059,0.5,0.7,0.247,01111110711
EXIN0004,2025-01-17T05:00:00Z,43.2388,5.2853,14.075,38.535,45.777,17.902,0.5,0.57,0.315,01111110711
EXIN0004,2025-01-17T06:00:00Z,43.2388,5.2853,14.06,38.554,45.781,18.454,0.5,0.62,0.202,01111110711
EXIN0004,2025-01-17T07:00:00Z,43.2388,5.2853,14.064,38.549,45.78,16.246,0.5,0.56,0.315,01111110711
EXIN0004,2025-01-17T08:00:00Z,43.2388,5.2853,14.044,38.542,45.752,18.927,0.5,0.71,0.247,01111110711
EXIN0004,2025-01-17T09:00:00Z,43.2388,5.2853,14.018,38.55,45.732,15.615,0.5,0.7,0.292,01111110711
EXIN0004,2025-01-17T10:00:00Z,43.2388,5.2853,14.037,38.545,45.747,11.474,0.5,0.51,0.247,01111110711
EXIN0004,2025-01-17T11:00:00Z,43.2388,5.2853,14.278,38.556,46.015,8.162,0.5,0.62,0.225,01111110711
EXIN0004,2025-01-17T12:00:00Z,43.2388,5.2853,14.369,38.568,46.124,6.782,0.5,0.65,0.202,01111110711
EXIN0004,2025-01-17T13:00:00Z,43.2388,5.2853,14.432,38.565,46.189,5.402,0.5,0.64,0.247,01111110711
EXIN0004,2025-01-17T14:00:00Z,43.2388,5.2853,14.449,38.528,46.167,5.954,0.5,0.5,0.225,01111110711
EXIN0004,2025-01-17T15:00:00Z,43.2388,5.2853,14.462,38.347,45.988,6.861,0.5,0.5,0.225,01111110711
EXIN0004,2025-01-17T16:00:00Z,43.2388,5.2853,14.469,38.341,45.989,10.41,0.5,0.64,0.27,01111110711
EXIN0004,2025-01-17T17:00:00Z,43.2388,5.2853,14.481,38.48,46.15,12.815,0.5,0.49,0.247,01111110711
EXIN0004,2025-01-17T18:00:00Z,43.2388,5.2853,14.459,38.488,46.135,12.539,0.5,0.46,0.202,01111110711
EXIN0004,2025-01-17T19:00:00Z,43.2388,5.2853,14.463,38.502,46.154,70.827,0.5,0.64,0.27,01111110711
EXIN0004,2025-01-17T20:00:00Z,43.2388,5.2853,14.453,38.541,46.185,15.142,0.5,0.55,0.225,01111110711
EXIN0004,2025-01-17T21:00:00Z,43.2388,5.2853,14.446,38.533,46.17,14.944,0.5,0.56,0.337,01111110711
EXIN0004,2025-01-17T22:00:00Z,43.2388,5.2853,14.452,38.54,46.183,12.105,0.5,0.55,0.27,01111110711
EXIN0004,2025-01-17T23:00:00Z,43.2388,5.2853,14.438,38.543,46.171,12.855,0.5,0.48,0.225,01111110711
EXIN0004,2025-01-18T00:00:00Z,43.2388,5.2853,14.441,38.583,46.217,11.672,0.5,0.56,0.292,01111110711
EXIN0004,2025-01-18T01:00:00Z,43.2388,5.2853,14.445,38.581,46.219,12.46,0.5,0.54,0.225,01111110711
EXIN0004,2025-01-18T02:00:00Z,43.2388,5.2853,14.439,38.579,46.212,12.027,0.5,0.45,0.225,01111110711
EXIN0004,2025-01-18T03:00:00Z,43.2388,5.2853,14.429,38.586,46.208,13.012,0.5,0.55,0.292,01111110711
EXIN0004,2025-01-18T04:00:00Z,43.2388,5.2853,14.421,38.58,46.193,11.317,0.5,0.55,0.247,01111110711
EXIN0004,2025-01-18T05:00:00Z,43.2388,5.2853,14.421,38.581,46.194,10.804,0.5,0.65,0.27,01111110711
EXIN0004,2025-01-18T06:00:00Z,43.2388,5.2853,14.436,38.567,46.195,12.855,0.5,0.49,0.292,01111110711
EXIN0004,2025-01-18T07:00:00Z,43.2388,5.2853,14.412,38.585,46.189,11.317,0.5,0.53,0.225,01111110711
EXIN0004,2025-01-18T08:00:00Z,43.2388,5.2853,14.397,38.585,46.173,12.263,0.5,0.61,0.157,01111110711
EXIN0004,2025-01-18T09:00:00Z,43.2388,5.2853,14.396,38.586,46.172,12.618,0.5,0.62,0.18,01111110711
EXIN0004,2025-01-18T10:00:00Z,43.2388,5.2853,14.412,38.572,46.175,10.489,0.5,0.58,0.202,01111110711
EXIN0004,2025-01-18T11:00:00Z,43.2388,5.2853,14.401,38.573,46.164,8.005,0.5,0.53,0.225,01111110711
EXIN0004,2025-01-18T12:00:00Z,43.2388,5.2853,14.389,38.581,46.159,9.385,0.5,0.56,0.315,01111110711
EXIN0004,2025-01-18T13:00:00Z,43.2388,5.2853,14.397,38.59,46.178,8.557,0.5,0.51,0.27,01111110711
EXIN0004,2025-01-18T14:00:00Z,43.2388,5.2853,14.403,38.586,46.18,9.069,0.5,0.67,0.225,01111110711
EXIN0004,2025-01-18T15:00:00Z,43.2388,5.2853,14.404,38.588,46.183,11.829,0.5,0.43,0.27,01111110711
EXIN0004,2025-01-18T16:00:00Z,43.2388,5.2853,14.386,38.587,46.163,14.432,0.5,0.45,0.247,01111110711
EXIN0004,2025-01-18T17:00:00Z,43.2388,5.2853,14.38,38.593,46.163,15.26,0.5,0.48,0.202,01111110711
EXIN0004,2025-01-18T18:00:00Z,43.2388,5.2853,14.377,38.38,45.933,16.719,0.5,0.53,0.18,01111110711
EXIN0004,2025-01-18T19:00:00Z,43.2388,5.2853,14.362,38.597,46.148,15.142,0.5,0.56,0.225,01111110711
EXIN0004,2025-01-18T20:00:00Z,43.2388,5.2853,14.365,38.582,46.135,16.364,0.5,0.54,0.292,01111110711
EXIN0004,2025-01-18T21:00:00Z,43.2388,5.2853,14.349,38.593,46.13,16.246,0.5,0.55,0.27,01111110711
EXIN0004,2025-01-18T22:00:00Z,43.2388,5.2853,14.348,38.589,46.124,15.575,0.5,0.52,0.315,01111110711
EXIN0004,2025-01-18T23:00:00Z,43.2388,5.2853,14.349,38.595,46.132,13.761,0.5,0.52,0.202,01111110711
EXIN0004,2025-01-19T00:00:00Z,43.2388,5.2853,14.341,38.59,46.118,15.339,0.5,0.54,0.292,01111110711
EXIN0004,2025-01-19T01:00:00Z,43.2388,5.2853,14.334,38.587,46.108,14.747,0.5,0.57,0.18,01111110711
EXIN0004,2025-01-19T02:00:00Z,43.2388,5.2853,14.32,38.593,46.099,16.561,0.5,0.58,0.36,01111110711
EXIN0004,2025-01-19T03:00:00Z,43.2388,5.2853,14.309,38.592,46.085,14.905,0.5,0.55,0.18,01111110711
EXIN0004,2025-01-19T04:00:00Z,43.2388,5.2853,14.29,38.582,46.055,14.905,0.5,0.49,0.36,01111110711
EXIN0004,2025-01-19T05:00:00Z,43.2388,5.2853,14.272,38.584,46.039,14.156,0.5,0.54,0.225,01111110711
EXIN0004,2025-01-19T06:00:00Z,43.2388,5.2853,14.252,38.589,46.023,14.077,0.5,0.54,0.27,01111110711
EXIN0004,2025-01-19T07:00:00Z,43.2388,5.2853,14.259,38.587,46.028,11.829,0.5,0.43,0.157,01111110711
EXIN0004,2025-01-19T08:00:00Z,43.2388,5.2853,14.25,38.588,46.018,15.615,0.5,0.5,0.18,01111110711
EXIN0004,2025-01-19T09:00:00Z,43.2388,5.2853,14.241,38.58,46.001,45.198,0.5,0.49,0.337,01111110711
EXIN0004,2025-01-19T10:00:00Z,43.2388,5.2853,14.231,38.587,45.998,10.922,0.5,0.53,0.292,01111110711
EXIN0004,2025-01-19T11:00:00Z,43.2388,5.2853,14.233,38.588,46.001,11.75,0.5,0.52,0.247,01111110711
EXIN0004,2025-01-19T12:00:00Z,43.2388,5.2853,14.238,38.6,46.02,138.491,0.5,0.41,0.202,01111110711
EXIN0004,2025-01-19T13:00:00Z,43.2388,5.2853,14.264,38.593,46.039,15.418,0.5,0.51,0.225,01111110711
EXIN0004,2025-01-19T14:00:00Z,43.2388,5.2853,14.296,38.593,46.073,131.426,0.5,0.51,0.225,01111110711
EXIN0004,2025-01-19T15:00:00Z,43.2388,5.2853,14.386,38.589,46.165,7.689,0.5,0.48,0.202,01111110711
EXIN0004,2025-01-19T16:00:00Z,43.2388,5.2853,14.375,38.577,46.14,12.815,0.5,0.37,0.225,01111110711
EXIN0004,2025-01-19T17:00:00Z,43.2388,5.2853,14.419,38.586,46.197,13.367,0.5,0.49,0.247,01111110711
EXIN0004,2025-01-19T18:00:00Z,43.2388,5.2853,14.37,38.586,46.146,15.26,0.5,0.44,0.18,01111110711
EXIN0004,2025-01-19T19:00:00Z,43.2388,5.2853,14.429,38.591,46.214,12.736,0.5,0.51,0.202,01111110711
EXIN0004,2025-01-19T20:00:00Z,43.2388,5.2853,14.441,38.592,46.227,15.654,0.5,0.56,0.225,01111110711
EXIN0004,2025-01-19T21:00:00Z,43.2388,5.2853,14.414,38.585,46.191,12.46,0.5,0.45,0.202,01111110711
EXIN0004,2025-01-19T22:00:00Z,43.2388,5.2853,14.425,38.598,46.216,10.607,0.5,0.44,0.292,01111110711
EXIN0004,2025-01-19T23:00:00Z,43.2388,5.2853,14.424,38.591,46.207,42.019,0.5,0.5,0.247,01111110711
EXIN0004,2025-01-20T00:00:00Z,43.2388,5.2853,14.455,38.592,46.241,177.935,0.5,0.54,0.315,01111110711
EXIN0004,2025-01-20T01:00:00Z,43.2388,5.2853,14.464,38.59,46.249,270.207,0.5,0.59,0.315,01111110711
EXIN0004,2025-01-20T02:00:00Z,43.2388,5.2853,14.474,38.599,46.27,11.238,0.5,0.48,0.225,01111110711
EXIN0004,2025-01-20T03:00:00Z,43.2388,5.2853,14.494,38.583,46.273,14.314,0.5,0.5,0.315,01111110711
EXIN0004,2025-01-20T04:00:00Z,43.2388,5.2853,14.49,38.575,46.261,243.95,0.5,0.41,0.405,01111110711
EXIN0004,2025-01-20T05:00:00Z,43.2388,5.2853,14.505,38.592,46.295,40.096,0.5,0.48,0.315,01111110711
EXIN0004,2025-01-20T06:00:00Z,43.2388,5.2853,14.492,38.594,46.284,19.834,0.5,0.51,0.27,01111110711
EXIN0004,2025-01-20T07:00:00Z,43.2388,5.2853,14.474,38.592,46.262,20.228,0.5,0.45,0.225,01111110711
EXIN0004,2025-01-20T08:00:00Z,43.2388,5.2853,14.476,38.596,46.268,70.788,0.5,0.49,0.247,01111110711
EXIN0004,2025-01-20T09:00:00Z,43.2388,5.2853,14.474,38.597,46.268,221.853,0.5,0.54,0.202,01111110711
EXIN0004,2025-01-20T10:00:00Z,43.2388,5.2853,14.462,38.594,46.251,418.368,0.5,0.57,0.247,01111110711
EXIN0004,2025-01-20T11:00:00Z,43.2388,5.2853,14.46,38.593,46.249,111.959,0.5,0.48,0.225,01111110711
EXIN0004,2025-01-20T12:00:00Z,43.2388,5.2853,14.457,38.613,46.267,59.956,0.5,0.6,0.854,01111110711
EXIN0004,2025-01-20T13:00:00Z,43.2388,5.2853,14.478,38.594,46.268,8.438,0.5,0.43,0.292,01111110711
EXIN0004,2025-01-20T14:00:00Z,43.2388,5.2853,14.466,38.597,46.258,202.465,0.5,0.56,0.247,01111110711
EXIN0004,2025-01-20T15:00:00Z,43.2388,5.2853,14.46,38.594,46.249,9.03,0.5,0.53,0.27,01111110711
EXIN0004,2025-01-20T16:00:00Z,43.2388,5.2853,14.449,38.59,46.233,14.195,0.5,0.46,0.629,01111110711
EXIN0004,2025-01-20T17:00:00Z,43.2388,5.2853,14.439,38.593,46.226,136.725,0.5,0.43,0.292,01111110711
EXIN0004,2025-01-20T18:00:00Z,43.2388,5.2853,14.424,38.585,46.201,12.421,0.5,0.44,0.247,01111110711
EXIN0004,2025-01-20T19:00:00Z,43.2388,5.2853,14.394,38.592,46.176,12.184,0.5,0.38,0.202,01111110711
EXIN0004,2025-01-20T20:00:00Z,43.2388,5.2853,14.394,38.591,46.176,73.378,0.5,0.6,0.157,01111110711
EXIN0004,2025-01-20T21:00:00Z,43.2388,5.2853,14.408,38.591,46.19,12.066,0.5,0.54,0.202,01111110711
EXIN0004,2025-01-20T22:00:00Z,43.2388,5.2853,14.404,38.595,46.19,10.331,0.5,0.34,0.202,01111110711
EXIN0004,2025-01-20T23:00:00Z,43.2388,5.2853,14.429,38.59,46.212,11.356,0.5,0.51,0.225,01111110711
EXIN0004,2025-01-21T00:00:00Z,43.2388,5.2853,14.425,38.596,46.214,11.948,0.5,0.38,0.292,01111110711
EXIN0004,2025-01-21T01:00:00Z,43.2388,5.2853,14.424,38.592,46.208,10.528,0.5,0.43,0.225,01111110711
EXIN0004,2025-01-21T02:00:00Z,43.2388,5.2853,14.404,38.59,46.185,130.994,0.5,0.46,0.225,01111110711
EXIN0004,2025-01-21T03:00:00Z,43.2388,5.2853,14.37,38.598,46.158,9.148,0.5,0.59,0.247,01111110711
EXIN0004,2025-01-21T04:00:00Z,43.2388,5.2853,14.361,38.597,46.146,56.58,0.5,0.48,0.225,01111110711
EXIN0004,2025-01-21T05:00:00Z,43.2388,5.2853,14.386,38.59,46.166,9.976,0.5,0.41,0.247,01111110711
EXIN0004,2025-01-21T06:00:00Z,43.2388,5.2853,14.379,38.601,46.17,10.016,0.5,0.47,0.247,01111110711
EXIN0004,2025-01-21T07:00:00Z,43.2388,5.2853,14.386,38.592,46.168,9.818,0.5,0.48,0.225,01111110711
EXIN0004,2025-01-21T08:00:00Z,43.2388,5.2853,14.377,38.593,46.16,13.328,0.5,0.53,0.337,01111110711
EXIN0004,2025-01-21T09:00:00Z,43.2388,5.2853,14.389,38.583,46.161,201.641,0.5,0.47,0.225,01111110711
EXIN0004,2025-01-21T10:00:00Z,43.2388,5.2853,14.375,38.594,46.158,6.506,0.5,0.49,0.36,01111110711
EXIN0004,2025-01-21T11:00:00Z,43.2388,5.2853,14.405,38.598,46.195,6.191,0.5,0.51,0.247,01111110711
EXIN0004,2025-01-21T12:00:00Z,43.2388,5.2853,14.419,38.582,46.193,5.678,0.5,0.42,0.247,01111110711
EXIN0004,2025-01-21T13:00:00Z,43.2388,5.2853,14.38,38.606,46.177,8.833,0.5,0.51,0.18,01111110711
EXIN0004,2025-01-21T14:00:00Z,43.2388,5.2853,14.387,38.603,46.181,14.787,0.5,0.46,1.011,01111110711
EXIN0004,2025-01-21T15:00:00Z,43.2388,5.2853,14.377,38.6,46.167,37.584,0.5,0.4,0.225,01111110711
EXIN0004,2025-01-21T16:00:00Z,43.2388,5.2853,14.37,38.594,46.154,9.858,0.5,0.34,0.225,01111110711
EXIN0004,2025-01-21T17:00:00Z,43.2388,5.2853,14.368,38.59,46.147,433.91,0.5,0.48,0.247,01111110711
