PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),BATTERY LEVEL1 (volt),CNDC LEVEL1 (S/m),DEPH LEVEL1 (meter),DOX1 LEVEL1 (ml/l),END_CYCLE_FLOW LEVEL1 (l/minute),FLU3 LEVEL1 (FFU),MASS_DOXY LEVEL1 (milligram/m3),NTRA LEVEL1 (millimole/m3),OSAT LEVEL1 (%),PHPH LEVEL1 (none),TUR4 LEVEL1 (ntu),QC
6200443,0x3f,2024-12-05T17:40:00Z,50.7405,1.5677,10.288,32.677,,3.607,0.503,6.2,0,2.743,10721,,95.912,0,33.074,001111191110119141
6200443,0x3f,2024-12-05T18:00:01Z,50.7405,1.5677,10.292,32.696,,3.608,0.499,6.13,0,3.008,10610,,94.774,0,32.354,001111191110119141
6200443,0x3f,2024-12-05T18:20:00Z,50.7405,1.5677,10.305,31.279,,3.598,0.47,6.03,0,2.979,10350,,92.326,0,34.957,001111191110119141
6200443,0x3f,2024-12-05T18:40:00Z,50.7405,1.5677,10.325,32.719,,3.613,0.51,6.06,0,2.794,10486,,93.748,0,33.202,001111191110119141
6200443,0x3f,2024-12-05T19:00:00Z,50.7405,1.5677,10.353,32.746,,3.619,0.493,5.78,0,2.717,10004,,89.395,0,37.749,001111191110119141
6200443,0x3f,2024-12-05T19:20:00Z,50.7405,1.5677,10.377,32.755,,3.622,0.47,5.95,0,2.711,10288,,91.905,0,35.074,001111191110119141
6200443,0x3f,2024-12-05T19:40:00Z,50.7405,1.5677,10.4,32.777,,3.627,0.471,5.71,0,2.759,9880,,88.01,0,33.548,001111191110119141
6200443,0x3f,2024-12-05T20:00:00Z,50.7405,1.5677,10.401,32.804,,3.63,0.442,5.77,0,3.243,9979,,89.444,0,37.071,001111191110119141
6200443,0x3f,2024-12-05T20:20:00Z,50.7405,1.5677,10.296,32.375,,3.577,0.443,6.13,0,3.7,10585,,94.91,0,49.771,001111191110119141
6200443,0x3f,2024-12-05T20:40:00Z,50.7405,1.5677,10.276,32.283,,3.567,0.481,6.03,0,3.812,10399,,93.129,0,58.529,001111191110119141
6200443,0x3f,2024-12-05T21:00:00Z,50.7405,1.5677,10.275,32.27,,3.565,0.468,6.12,0,3.632,10560,,94.143,0,57.781,001111191110119141
6200443,0x3f,2024-12-05T21:20:00Z,50.7405,1.5677,10.27,32.294,,3.567,0.48,5.85,0,3.901,10103,,90.186,0,57.634,001111191110119141
6200443,0x3f,2024-12-05T21:40:00Z,50.7405,1.5677,10.267,32.31,,3.568,0.445,5.47,0,3.955,9447,,84.065,0,57.04,001111191110119141
6200443,0x3f,2024-12-05T22:00:00Z,50.7405,1.5677,10.26,32.353,,3.572,0.459,5.06,0,4.159,8742,,77.931,0,64.968,001111191110119141
6200443,0x3f,2024-12-05T22:20:00Z,50.7405,1.5677,10.268,32.459,,3.582,0.47,5.02,0,5.5,8668,,77.338,0,57.057,001111191110119141
6200443,0x3f,2024-12-05T22:40:00Z,50.7405,1.5677,10.274,32.559,,3.594,0.472,4.84,0,4.03,8371,,74.803,0,59.07,001111191110119141
6200443,0x3f,2024-12-05T23:00:00Z,50.7405,1.5677,10.274,32.679,,3.603,0.489,4.75,0,4.055,8223,,73.356,0,50.913,001111191110119141
6200443,0x3f,2024-12-05T23:20:00Z,50.7405,1.5677,10.278,32.76,,3.614,0.478,5.55,0,6.893,9608,,85.796,0,63.091,001111191110119141
6200443,0x3f,2024-12-05T23:40:00Z,50.7405,1.5677,10.271,32.808,,3.618,0.495,5.84,0,5.965,10103,,90.174,0,61.07,001111191110119141
6200443,0x3f,2024-12-06T00:00:00Z,50.7405,1.5677,10.251,32.791,,3.615,0.46,6.04,0,5.22,10461,,93.265,0,52.753,001111191110119141
6200443,0x3f,2024-12-06T00:00:01Z,50.7405,1.5677,,,23.389,,1.4,,,,,,,,,001119909799999999
6200443,0x3f,2024-12-06T00:20:00Z,50.7405,1.5677,10.24,32.761,,3.61,0.485,6.09,0,5.689,10536,,94.168,0,61.887,001111191110119141
6200443,0x3f,2024-12-06T00:40:00Z,50.7405,1.5677,10.29,32.704,,3.61,0.505,6.07,0,5.613,10498,,93.624,0,62.631,001111191110119141
6200443,0x3f,2024-12-06T01:00:00Z,50.7405,1.5677,10.282,32.68,,3.605,0.48,6.07,0,2.701,10498,,93.847,0,75.608,001111191110119141
6200443,0x3f,2024-12-06T01:20:00Z,50.7405,1.5677,10.256,32.581,,3.595,0.499,6.06,0,3.046,10474,,93.364,0,75.092,001111191110119141
6200443,0x3f,2024-12-06T01:40:00Z,50.7405,1.5677,10.26,32.513,,3.587,0.503,6.23,0,3.332,10758,,96.048,0,67.354,001111191110119141
6200443,0x3f,2024-12-06T02:00:00Z,50.7405,1.5677,10.26,32.537,,3.59,0.485,6.14,0,3.496,10610,,94.675,0,56.733,001111191110119141
6200443,0x3f,2024-12-06T02:20:00Z,50.7405,1.5677,10.264,32.485,,3.586,0.542,6.23,0,2.903,10770,,96.06,0,67.041,001111191110119141
6200443,0x3f,2024-12-06T02:40:00Z,50.7405,1.5677,10.24,32.567,,3.591,0.492,6.15,0,3.48,10634,,94.811,0,68.621,001111191110119141
6200443,0x3f,2024-12-06T03:00:00Z,50.7405,1.5677,10.216,32.58,,3.591,0.542,6.18,0,3.378,10684,,95.405,0,60.412,001111191110119141
6200443,0x3f,2024-12-06T03:20:00Z,50.7405,1.5677,10.208,32.58,,3.589,0.545,6.27,0,5.111,10832,,96.728,0,55.287,001111191110119141
6200443,0x3f,2024-12-06T03:40:00Z,50.7405,1.5677,10.211,32.553,,3.586,0.548,6.3,0,3.589,10882,,97.012,0,61.908,001111191110119141
6200443,0x3f,2024-12-06T04:00:01Z,50.7405,1.5677,10.192,32.503,,3.58,0.529,6.26,0,3.175,10820,,96.505,0,61.718,001111191110119141
6200443,0x3f,2024-12-06T04:20:00Z,50.7405,1.5677,10.17,32.489,,3.577,0.551,6.29,0,3.754,10869,,96.876,0,55.18,001111191110119141
6200443,0x3f,2024-12-06T04:40:00Z,50.7405,1.5677,10.16,32.493,,3.576,0.545,6.27,0,3.926,10832,,96.703,0,53.99,001111191110119141
6200443,0x3f,2024-12-06T05:00:00Z,50.7405,1.5677,10.153,32.464,,3.573,0.544,6.33,0,4.663,10944,,97.569,0,55.595,001111191110119141
6200443,0x3f,2024-12-06T05:20:00Z,50.7405,1.5677,10.133,32.416,,3.566,0.576,6.36,0,2.307,10981,,97.495,0,51.218,001111191110119141
6200443,0x3f,2024-12-06T05:40:00Z,50.7405,1.5677,10.122,32.355,,3.56,0.586,6.32,0,2.21,10919,,97.309,0,45.411,001111191110119141
6200443,0x3f,2024-12-06T06:00:00Z,50.7405,1.5677,10.109,32.36,,3.56,0.558,6.33,0,2.113,10931,,97.284,0,40.158,001111191110119141
6200443,0x3f,2024-12-06T06:20:00Z,50.7405,1.5677,10.1,32.209,,3.544,0.564,6.29,0,2.332,10857,,96.765,0,37.005,001111191110119141
6200443,0x3f,2024-12-06T06:40:00Z,50.7405,1.5677,10.086,32.097,,3.531,0.581,6.33,0,2.79,10919,,97.099,0,42.742,001111191110119141
6200443,0x3f,2024-12-06T07:00:00Z,50.7405,1.5677,10.065,31.818,,3.502,0.594,6.34,0,3.382,10919,,97.198,0,39.723,001111191110119141
6200443,0x3f,2024-12-06T07:20:00Z,50.7405,1.5677,10.043,31.606,,3.479,0.599,6.34,0,3.434,10894,,96.728,0,40.385,001111191110119141
6200443,0x3f,2024-12-06T07:40:00Z,50.7405,1.5677,10.021,31.529,,3.469,0.586,6.32,0,3.093,10869,,96.481,0,42.761,001111191110119141
6200443,0x3f,2024-12-06T08:00:00Z,50.7405,1.5677,10.008,31.478,,3.463,0.578,6.3,0,3.78,10820,,96.048,0,55.219,001111191110119141
6200443,0x3f,2024-12-06T08:00:01Z,50.7405,1.5677,,,23.385,,1.4,,,,,,,,,001119909799999999
6200443,0x3f,2024-12-06T08:20:00Z,50.7405,1.5677,9.992,31.448,,3.459,0.591,6.18,0,3.783,10622,,94.255,0,41.542,001111191110119141
6200443,0x3f,2024-12-06T08:40:00Z,50.7405,1.5677,9.989,31.471,,3.461,0.617,6.25,0,3.668,10746,,95.194,0,44.163,001111191110119141
6200443,0x3f,2024-12-06T09:00:00Z,50.7405,1.5677,9.989,31.445,,3.459,0.614,6.27,0,3.399,10770,,95.578,0,40.325,001111191110119141
6200443,0x3f,2024-12-06T09:20:00Z,50.7405,1.5677,10.006,31.483,,3.463,0.622,6.28,0,3.208,10795,,95.825,0,48.187,001111191110119141
6200443,0x3f,2024-12-06T09:40:00Z,50.7405,1.5677,10.034,31.508,,3.467,0.623,6.12,0,3.842,10511,,93.302,0,45.697,001111191110119141
6200443,0x3f,2024-12-06T10:00:00Z,50.7405,1.5677,10.012,31.527,,3.468,0.613,5.77,0,3.986,9917,,88.208,0,54.213,001111191110119141
6200443,0x3f,2024-12-06T10:20:00Z,50.7405,1.5677,9.995,31.557,,3.47,0.636,5.34,0,2.849,9175,,81.431,0,37.207,001111191110119141
6200443,0x3f,2024-12-06T10:40:00Z,50.7405,1.5677,10.044,31.594,,3.477,0.618,5.11,0,2.924,8779,,77.931,0,42.787,001111191110119141
6200443,0x3f,2024-12-06T11:00:00Z,50.7405,1.5677,10.125,31.612,,3.487,0.621,5,0,3.235,8594,,76.336,0,39.805,001111191110119141
6200443,0x3f,2024-12-06T11:20:00Z,50.7405,1.5677,10.164,31.699,,3.5,0.644,5.1,0,2.828,8767,,78.08,0,46.762,001111191110119141
6200443,0x3f,2024-12-06T11:40:00Z,50.7405,1.5677,10.19,31.789,,3.511,0.641,5.01,0,3.107,8619,,76.67,0,39.298,001111191110119141
6200443,0x3f,2024-12-06T12:00:00Z,50.7405,1.5677,10.221,31.89,,3.522,0.612,4.99,0,3.667,8594,,76.559,0,33.732,001111191110119141
6200443,0x3f,2024-12-06T12:20:00Z,50.7405,1.5677,10.231,31.972,,3.531,0.651,5.06,0,3.04,8718,,77.832,0,31.729,001111191110119141
6200443,0x3f,2024-12-06T12:40:00Z,50.7405,1.5677,10.222,32.048,,3.538,0.6,5.07,0,2.88,8730,,77.808,0,38.122,001111191110119141
6200443,0x3f,2024-12-06T13:00:00Z,50.7405,1.5677,10.205,32.093,,3.54,0.656,5.11,0,2.952,8817,,78.661,0,31.244,001111191110119141
6200443,0x3f,2024-12-06T13:20:00Z,50.7405,1.5677,10.205,32.146,,3.545,0.62,5.36,0,3.004,9249,,82.531,0,31.851,001111191110119141
6200443,0x3f,2024-12-06T13:40:00Z,50.7405,1.5677,10.184,32.177,,3.551,0.637,5.46,0,2.966,9423,,83.917,0,28.07,001111191110119141
6200443,0x3f,2024-12-06T14:00:00Z,50.7405,1.5677,10.135,32.23,,3.548,0.613,5.76,0,2.943,9942,,88.566,0,29.549,001111191110119141
6200443,0x3f,2024-12-06T14:20:00Z,50.7405,1.5677,10.097,32.242,,3.548,0.604,5.73,0,2.859,9892,,87.874,0,37.269,001111191110119141
6200443,0x3f,2024-12-06T14:40:00Z,50.7405,1.5677,10.094,32.276,,3.548,0.637,5.79,0,2.785,9991,,88.851,0,28.378,001111191110119141
6200443,0x3f,2024-12-06T15:00:00Z,50.7405,1.5677,10.107,32.277,,3.552,0.633,5.77,0,3.004,9967,,88.517,0,29.308,001111191110119141
6200443,0x3f,2024-12-06T15:20:00Z,50.7405,1.5677,10.131,32.302,,3.555,0.604,5.8,0,2.947,10016,,89.209,0,32.476,001111191110119141
6200443,0x3f,2024-12-06T15:40:00Z,50.7405,1.5677,10.145,32.317,,3.559,0.62,5.74,0,2.869,9905,,88.183,0,34.488,001111191110119141
6200443,0x3f,2024-12-06T16:00:00Z,50.7405,1.5677,10.161,32.327,,3.562,0.655,5.68,0,2.775,9806,,87.367,0,29.444,001111191110119141
6200443,0x3f,2024-12-06T16:00:01Z,50.7405,1.5677,,,23.392,,1.4,,,,,,,,,001119909799999999
6200443,0x3f,2024-12-06T16:20:00Z,50.7405,1.5677,10.141,32.324,,3.558,0.614,5.58,0,2.76,9633,,85.771,0,23.484,001111191110119141
6200443,0x3f,2024-12-06T16:40:00Z,50.7405,1.5677,10.12,32.387,,3.557,0.617,5.76,0,2.734,9942,,88.232,0,27.105,001111191110119141
6200443,0x3f,2024-12-06T17:00:00Z,50.7405,1.5677,10.137,32.352,,3.561,0.632,5.7,0,2.578,9843,,87.639,0,24.766,001111191110119141
6200443,0x3f,2024-12-06T17:20:00Z,50.7405,1.5677,10.117,32.358,,3.56,0.61,5.61,0,2.664,9695,,86.142,0,24.758,001111191110119141
6200443,0x3f,2024-12-06T17:40:00Z,50.7405,1.5677,10.114,32.368,,3.56,0.608,5.54,0,2.512,9571,,85.079,0,24.892,001111191110119141
6200443,0x3f,2024-12-06T18:00:00Z,50.7405,1.5677,10.122,32.366,,3.561,0.612,5.52,0,2.581,9534,,84.906,0,25.534,001111191110119141
6200443,0x3f,2024-12-06T18:20:00Z,50.7405,1.5677,10.125,32.382,,3.562,0.596,5.45,0,2.611,9410,,83.731,0,26.404,001111191110119141
6200443,0x3f,2024-12-06T18:40:00Z,50.7405,1.5677,10.122,32.374,,3.562,0.591,5.47,0,2.489,9447,,84.053,0,23.667,001111191110119141
6200443,0x3f,2024-12-06T19:00:00Z,50.7405,1.5677,10.09,32.402,,3.562,0.598,5.46,0,2.395,9435,,83.904,0,21.502,001111191110119141
6200443,0x3f,2024-12-06T19:20:00Z,50.7405,1.5677,10.067,32.393,,3.559,0.572,5.57,0,2.535,9620,,85.574,0,20.902,001111191110119141
6200443,0x3f,2024-12-06T19:40:00Z,50.7405,1.5677,10.032,32.426,,3.559,0.591,5.37,0,2.443,9287,,82.507,0,21.366,001111191110119141
6200443,0x3f,2024-12-06T20:00:02Z,50.7405,1.5677,9.997,32.153,,3.529,0.563,5.63,0,2.275,9707,,85.969,0,19.584,001111191110119141
6200443,0x3f,2024-12-06T20:20:00Z,50.7405,1.5677,9.942,31.695,,3.479,0.579,6.23,0,2.278,10721,,94.96,0,20.374,001111191110119141
6200443,0x3f,2024-12-06T20:40:01Z,50.7405,1.5677,9.952,31.702,,3.481,0.574,5.99,0,2.213,10301,,91.423,0,20.38,001111191110119141
6200443,0x3f,2024-12-06T21:00:00Z,50.7405,1.5677,9.968,31.712,,3.482,0.588,5.65,0,2.344,9719,,86.081,0,17.084,001111191110119141
6200443,0x3f,2024-12-06T21:20:00Z,50.7405,1.5677,9.984,31.725,,3.485,0.561,5.48,0,2.415,9423,,83.62,0,19.233,001111191110119141
6200443,0x3f,2024-12-06T21:40:00Z,50.7405,1.5677,10.008,31.727,,3.488,0.552,5.26,0,2.22,9052,,80.491,0,15.191,001111191110119141
6200443,0x3f,2024-12-06T22:00:01Z,50.7405,1.5677,10.064,31.724,,3.493,0.552,4.94,0,2.308,8507,,75.755,0,15.292,001111191110119141
6200443,0x3f,2024-12-06T22:20:00Z,50.7405,1.5677,10.102,31.733,,3.497,0.542,4.74,0,2.366,8149,,72.441,0,15.657,001111191110119141
6200443,0x3f,2024-12-06T22:40:00Z,50.7405,1.5677,10.167,31.74,,3.502,0.537,4.59,0,2.472,7901,,70.351,0,17.709,001111191110119141
6200443,0x3f,2024-12-06T23:00:00Z,50.7405,1.5677,10.21,31.743,,3.507,0.506,4.57,0,2.289,7864,,70.066,0,21.411,001111191110119141
6200443,0x3f,2024-12-06T23:20:00Z,50.7405,1.5677,10.229,31.746,,3.509,0.513,4.5,0,2.279,7741,,69.089,0,31.232,001111191110119141
6200443,0x3f,2024-12-06T23:40:00Z,50.7405,1.5677,10.215,31.762,,3.51,0.485,4.47,0,2.436,7691,,68.62,0,34.818,001111191110119141
6200443,0x3f,2024-12-07T00:00:00Z,50.7405,1.5677,10.175,31.791,,3.508,0.493,4.44,0,2.438,7642,,68.174,0,31.325,001111191110119141
6200443,0x3f,2024-12-07T00:00:01Z,50.7405,1.5677,,,23.315,,1.4,,,,,,,,,001119909799999999
6200443,0x3f,2024-12-07T00:20:00Z,50.7405,1.5677,10.181,25.515,,2.641,0.469,4.58,0,2.366,7592,,67.519,0,34.872,001111191110119141
6200443,0x3f,2024-12-07T00:40:00Z,50.7405,1.5677,10.184,31.857,,3.516,0.482,4.22,0,2.355,7271,,64.848,0,32.993,001111191110119141
6200443,0x3f,2024-12-07T01:00:00Z,50.7405,1.5677,10.172,31.905,,3.519,0.486,4.21,0,2.376,7258,,64.638,0,36.349,001111191110119141
6200443,0x3f,2024-12-07T01:20:00Z,50.7405,1.5677,10.175,31.96,,3.526,0.443,4.21,0,1.976,7246,,64.601,0,30.036,001111191110119141
6200443,0x3f,2024-12-07T01:40:00Z,50.7405,1.5677,10.19,32.055,,3.535,0.445,4.31,0,2.037,7432,,66.22,0,28.755,001111191110119141
6200443,0x3f,2024-12-07T02:00:02Z,50.7405,1.5677,10.17,32.139,,3.542,0.444,4.37,0,1.926,7531,,66.913,0,27.151,001111191110119141
6200443,0x3f,2024-12-07T02:20:00Z,50.7405,1.5677,10.18,32.201,,3.548,0.42,4.47,0,1.545,7704,,68.434,0,29.3,001111191110119141
6200443,0x3f,2024-12-07T02:40:00Z,50.7405,1.5677,10.18,32.304,,3.56,0.439,5.04,0,1.722,8693,,77.461,0,27.689,001111191110119141
6200443,0x3f,2024-12-07T03:00:00Z,50.7405,1.5677,10.164,32.332,,3.561,0.432,5.17,0,1.555,8928,,79.477,0,23.847,001111191110119141
6200443,0x3f,2024-12-07T03:20:00Z,50.7405,1.5677,10.147,32.4,,3.568,0.45,5.33,0,1.703,9212,,82.074,0,31.589,001111191110119141
6200443,0x3f,2024-12-07T03:40:01Z,50.7405,1.5677,10.16,32.377,,3.566,0.416,5.39,0,1.763,9311,,83.026,0,34.447,001111191110119141
6200443,0x3f,2024-12-07T04:00:01Z,50.7405,1.5677,10.162,32.397,,3.569,0.432,5.36,0,1.705,9262,,82.569,0,31.762,001111191110119141
6200443,0x3f,2024-12-07T04:20:00Z,50.7405,1.5677,10.152,32.492,,3.572,0.414,5.65,0,1.668,9756,,86.526,0,29.627,001111191110119141
6200443,0x3f,2024-12-07T04:40:00Z,50.7405,1.5677,10.159,32.518,,3.579,0.401,5.66,0,2.281,9781,,86.884,0,39.972,001111191110119141
6200443,0x3f,2024-12-07T05:00:00Z,50.7405,1.5677,10.164,32.625,,3.59,0.44,5.71,0,3.169,9880,,87.898,0,49.618,001111191110119141
6200443,0x3f,2024-12-07T05:20:00Z,50.7405,1.5677,10.16,32.648,,3.591,0.401,5.55,0,4.455,9608,,85.673,0,38.788,001111191110119141
6200443,0x3f,2024-12-07T05:40:00Z,50.7405,1.5677,10.158,32.66,,3.593,0.4,5.8,0,3.532,10041,,89.432,0,40.991,001111191110119141
6200443,0x3f,2024-12-07T06:00:00Z,50.7405,1.5677,10.148,32.635,,3.59,0.421,6.2,0,2.399,10721,,95.318,0,47.294,001111191110119141
6200443,0x3f,2024-12-07T06:20:00Z,50.7405,1.5677,10.149,32.656,,3.592,0.4,6.12,0,2.693,10585,,94.341,0,47.042,001111191110119141
6200443,0x3f,2024-12-07T06:40:00Z,50.7405,1.5677,10.14,32.504,,3.577,0.407,6.27,0,2.753,10832,,96.58,0,47.646,001111191110119141
6200443,0x3f,2024-12-07T07:00:00Z,50.7405,1.5677,10.122,32.475,,3.571,0.404,6.24,0,2.622,10783,,96.196,0,48.51,001111191110119141
6200443,0x3f,2024-12-07T07:20:00Z,50.7405,1.5677,10.108,32.52,,3.576,0.403,6.11,0,3.021,10560,,94.255,0,41.923,001111191110119141
6200443,0x3f,2024-12-07T07:40:00Z,50.7405,1.5677,10.062,32.603,,3.579,0.407,6.13,0,4.088,10610,,94.366,0,46.273,001111191110119141
6200443,0x3f,2024-12-07T08:00:00Z,50.7405,1.5677,10.034,32.644,,3.58,0.389,6.3,0,3.13,10906,,96.641,0,55.558,001111191110119141
6200443,0x3f,2024-12-07T08:00:01Z,50.7405,1.5677,,,23.363,,1.4,,,,,,,,,001119909799999999
6200443,0x3f,2024-12-07T08:20:00Z,50.7405,1.5677,9.993,32.597,,3.575,0.384,6.33,0,3.818,10944,,97.161,0,58.393,001111191110119141
6200443,0x3f,2024-12-07T08:40:00Z,50.7405,1.5677,10.004,32.367,,3.553,0.377,6.38,0,5.318,11018,,97.878,0,86.392,001111191110119141
6200443,0x3f,2024-12-07T09:00:00Z,50.7405,1.5677,10.024,32.281,,3.542,0.383,6.39,0,4.44,11030,,97.989,0,99.42,001111191110119141
6200443,0x3f,2024-12-07T09:20:00Z,50.7405,1.5677,10.03,32.284,,3.545,0.362,6.39,0,4.549,11030,,97.841,0,103.105,001111191110119141
6200443,0x3f,2024-12-07T09:40:00Z,50.7405,1.5677,10.027,32.366,,3.553,0.384,6.38,0,5.107,11018,,97.705,0,120.53,001111191110119141
6200443,0x3f,2024-12-07T10:00:00Z,50.7405,1.5677,10.034,32.285,,3.542,0.397,6.42,0,3.988,11080,,98.237,0,120.576,001111191110119141
6200443,0x3f,2024-12-07T10:20:00Z,50.7405,1.5677,10.01,32.27,,3.542,0.394,6.44,0,4.428,11117,,98.645,0,120.532,001111191110119141
6200443,0x3f,2024-12-07T10:40:00Z,50.7405,1.5677,9.987,32.27,,3.541,0.362,6.44,0,4.105,11117,,98.669,0,120.563,001111191110119141
6200443,0x3f,2024-12-07T11:00:02Z,50.7405,1.5677,9.972,32.313,,3.542,0.382,6.44,0,4.744,11129,,98.62,0,120.574,001111191110119141
6200443,0x3f,2024-12-07T11:20:00Z,50.7405,1.5677,9.987,32.325,,3.546,0.379,6.42,0,5.32,11092,,98.237,0,120.563,001111191110119141
6200443,0x3f,2024-12-07T11:40:00Z,50.7405,1.5677,10.007,32.301,,3.544,0.364,6.42,0,4.393,11092,,98.014,0,120.596,001111191110119141
6200443,0x3f,2024-12-07T12:00:00Z,50.7405,1.5677,9.999,32.316,,3.544,0.386,6.44,0,4.588,11129,,98.57,0,120.596,001111191110119141
6200443,0x3f,2024-12-07T12:20:00Z,50.7405,1.5677,10.008,32.337,,3.548,0.363,6.5,0,4.457,11228,,99.436,0,120.6,001111191110119141
6200443,0x3f,2024-12-07T12:40:00Z,50.7405,1.5677,10.014,32.406,,3.555,0.366,6.51,0,3.686,11253,,99.844,0,120.588,001111191110119141
6200443,0x3f,2024-12-07T13:00:01Z,50.7405,1.5677,10.01,32.357,,3.547,0.365,6.53,0,5.211,11277,,100.228,0,120.592,001111191110119141
6200443,0x3f,2024-12-07T13:20:00Z,50.7405,1.5677,10.001,32.306,,3.549,0.396,6.5,0,3.581,11228,,99.758,0,120.547,001111191110119141
6200443,0x3f,2024-12-07T13:40:00Z,50.7405,1.5677,9.996,32.319,,3.545,0.364,6.52,0,4.823,11253,,99.733,0,120.539,001111191110119141
6200443,0x3f,2024-12-07T14:00:00Z,50.7405,1.5677,9.958,32.295,,3.54,0.358,6.54,0,4.43,11302,,100.153,0,120.516,001111191110119141
6200443,0x3f,2024-12-07T14:20:00Z,50.7405,1.5677,9.963,32.246,,3.534,0.369,6.55,0,4.377,11315,,99.906,0,113.168,001111191110119141
6200443,0x3f,2024-12-07T14:40:00Z,50.7405,1.5677,9.958,32.193,,3.529,0.375,6.56,0,4.06,11315,,100.228,0,108.133,001111191110119141
6200443,0x3f,2024-12-07T15:00:01Z,50.7405,1.5677,9.962,32.232,,3.534,0.371,6.48,0,4.758,11191,,99.065,0,110.39,001111191110119141
6200443,0x3f,2024-12-07T15:20:00Z,50.7405,1.5677,9.964,32.215,,3.532,0.367,6.49,0,4.229,11203,,99.387,0,96.322,001111191110119141
6200443,0x3f,2024-12-07T15:40:00Z,50.7405,1.5677,9.972,32.199,,3.531,0.383,6.51,0,4.837,11228,,99.325,0,85.192,001111191110119141
6200443,0x3f,2024-12-07T16:00:00Z,50.7405,1.5677,9.977,32.262,,3.538,0.375,6.47,0,3.339,11166,,99.127,0,91.171,001111191110119141
6200443,0x3f,2024-12-07T16:00:01Z,50.7405,1.5677,,,23.34,,1.4,,,,,,,,,001119909799999999
6200443,0x3f,2024-12-07T16:20:00Z,50.7405,1.5677,9.967,32.286,,3.54,0.366,6.45,0,5.057,11129,,98.57,0,79.869,001111191110119141
6200443,0x3f,2024-12-07T16:40:00Z,50.7405,1.5677,9.962,32.265,,3.538,0.386,6.45,0,3.978,11141,,98.731,0,79.937,001111191110119141
6200443,0x3f,2024-12-07T17:00:00Z,50.7405,1.5677,9.96,32.258,,3.536,0.39,6.47,0,3.154,11166,,98.805,0,82.814,001111191110119141
6200443,0x3f,2024-12-07T17:20:00Z,50.7405,1.5677,9.956,32.269,,3.537,0.376,6.43,0,3.65,11104,,98.298,0,72.116,001111191110119141
6200443,0x3f,2024-12-07T17:40:00Z,50.7405,1.5677,9.944,32.244,,3.534,0.401,6.42,0,4.829,11080,,98.175,0,69.206,001111191110119141
6200443,0x3f,2024-12-07T18:00:00Z,50.7405,1.5677,9.928,32.272,,3.535,0.397,6.4,0,3.132,11055,,98.026,0,67.608,001111191110119141
6200443,0x3f,2024-12-07T18:20:00Z,50.7405,1.5677,9.913,32.272,,3.534,0.383,6.42,0,3.605,11092,,98.397,0,75.816,001111191110119141
6200443,0x3f,2024-12-07T18:40:00Z,50.7405,1.5677,9.893,32.238,,3.528,0.397,6.45,0,3.105,11141,,98.496,0,64.18,001111191110119141
6200443,0x3f,2024-12-07T19:00:01Z,50.7405,1.5677,9.87,32.102,,3.514,0.384,6.44,0,2.904,11104,,98.249,0,56.779,001111191110119141
6200443,0x3f,2024-12-07T19:20:00Z,50.7405,1.5677,9.867,32.014,,3.503,0.39,6.45,0,3.242,11117,,98.261,0,57.16,001111191110119141
6200443,0x3f,2024-12-07T19:40:00Z,50.7405,1.5677,9.835,31.898,,3.493,0.428,6.41,0,5.555,11043,,97.73,0,63.489,001111191110119141
6200443,0x3f,2024-12-07T20:00:00Z,50.7405,1.5677,9.819,31.728,,3.472,0.392,6.42,0,3.512,11055,,97.519,0,66.979,001111191110119141
6200443,0x3f,2024-12-07T20:20:00Z,50.7405,1.5677,9.814,31.758,,3.473,0.395,6.43,0,4.227,11067,,97.581,0,67.948,001111191110119141
6200443,0x3f,2024-12-07T20:40:00Z,50.7405,1.5677,9.8,31.543,,3.453,0.446,6.44,0,4.209,11080,,97.903,0,58.878,001111191110119141
6200443,0x3f,2024-12-07T21:00:00Z,50.7405,1.5677,9.791,31.514,,3.447,0.433,6.41,0,3.569,11018,,97.309,0,65.141,001111191110119141
6200443,0x3f,2024-12-07T21:20:00Z,50.7405,1.5677,9.784,31.338,,3.432,0.398,6.39,0,4.782,10981,,96.864,0,85.544,001111191110119141
6200443,0x3f,2024-12-07T21:40:00Z,50.7405,1.5677,9.773,31.206,,3.417,0.412,6.38,0,2.833,10944,,96.604,0,90.416,001111191110119141
6200443,0x3f,2024-12-07T22:00:01Z,50.7405,1.5677,9.766,31.147,,3.409,0.407,6.34,0,4.227,10882,,95.924,0,120.559,001111191110119141
6200443,0x3f,2024-12-07T22:20:00Z,50.7405,1.5677,9.731,31.168,,3.409,0.443,6.33,0,4.031,10857,,95.429,0,106.508,001111191110119141
6200443,0x3f,2024-12-07T22:40:00Z,50.7405,1.5677,9.761,31.301,,3.424,0.432,6.31,0,3.787,10832,,95.467,0,120.57,001111191110119141
6200443,0x3f,2024-12-07T23:00:00Z,50.7405,1.5677,9.796,31.518,,3.447,0.414,6.31,0,3.901,10857,,95.862,0,86.959,001111191110119141
6200443,0x3f,2024-12-07T23:20:00Z,50.7405,1.5677,9.85,31.635,,3.462,0.436,6.31,0,2.411,10857,,96.072,0,52.528,001111191110119141
