PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),BATTERY LEVEL1 (volt),CNDC LEVEL1 (S/m),DEPH LEVEL1 (meter),DOX1 LEVEL1 (ml/l),END_CYCLE_FLOW LEVEL1 (l/minute),FLU3 LEVEL1 (FFU),MASS_DOXY LEVEL1 (milligram/m3),NTRA LEVEL1 (millimole/m3),OSAT LEVEL1 (%),PHPH LEVEL1 (none),TUR4 LEVEL1 (ntu),QC
6200443,0x3f,2024-12-10T06:00:00Z,50.7405,1.5677,9.345,29.33,,3.195,0.732,5.94,0,4.048,10090,,88.034,0,21.025,001111191110119141
6200443,0x3f,2024-12-10T06:20:00Z,50.7405,1.5677,9.438,29.392,,3.21,0.723,5.82,0,4.092,9892,,86.501,0,20.877,001111191110119141
6200443,0x3f,2024-12-10T06:40:00Z,50.7405,1.5677,9.549,29.513,,3.229,0.748,5.72,0,2.995,9732,,85.203,0,22.964,001111191110119141
6200443,0x3f,2024-12-10T07:00:00Z,50.7405,1.5677,9.571,29.708,,3.25,0.715,5.63,0,3.85,9583,,84.127,0,20.65,001111191110119141
6200443,0x3f,2024-12-10T07:20:00Z,50.7405,1.5677,9.559,29.83,,3.261,0.717,5.62,0,3.552,9571,,83.991,0,20.71,001111191110119141
6200443,0x3f,2024-12-10T07:40:01Z,50.7405,1.5677,9.541,29.964,,3.275,0.746,5.61,0,1.94,9571,,83.966,0,19.231,001111191110119141
6200443,0x3f,2024-12-10T08:00:00Z,50.7405,1.5677,9.589,30.149,,3.295,0.746,5.65,0,2.047,9645,,84.584,0,19.495,001111191110119141
6200443,0x3f,2024-12-10T08:00:01Z,50.7405,1.5677,,,23.257,,1.4,,,,,,,,,001119909799999999
6200443,0x3f,2024-12-10T08:20:00Z,50.7405,1.5677,9.667,30.231,,3.311,0.717,5.56,0,2.447,9484,,83.546,0,20.262,001111191110119141
6200443,0x3f,2024-12-10T08:40:00Z,50.7405,1.5677,9.693,30.34,,3.322,0.727,5.48,0,2.155,9361,,82.358,0,30.382,001111191110119141
6200443,0x3f,2024-12-10T09:00:01Z,50.7405,1.5677,9.681,30.464,,3.336,0.742,5.46,0,2.384,9336,,82.247,0,18.272,001111191110119141
6200443,0x3f,2024-12-10T09:20:00Z,50.7405,1.5677,9.659,30.512,,3.338,0.734,5.52,0,2.099,9447,,83.125,0,18.342,001111191110119141
6200443,0x3f,2024-12-10T09:40:00Z,50.7405,1.5677,9.647,30.579,,3.344,0.729,5.49,0,2.206,9385,,82.668,0,19.147,001111191110119141
6200443,0x3f,2024-12-10T10:00:00Z,50.7405,1.5677,9.64,30.603,,3.347,0.746,5.59,0,2.174,9571,,84.003,0,18.208,001111191110119141
6200443,0x3f,2024-12-10T10:20:00Z,50.7405,1.5677,9.637,30.679,,3.352,0.742,5.66,0,2.091,9682,,85.091,0,18.091,001111191110119141
6200443,0x3f,2024-12-10T10:40:00Z,50.7405,1.5677,9.626,30.735,,3.36,0.728,5.68,0,2.097,9719,,85.462,0,16.882,001111191110119141
6200443,0x3f,2024-12-10T11:00:00Z,50.7405,1.5677,9.561,30.378,,3.316,0.739,6.19,0,2.091,10573,,93.055,0,16.564,001111191110119141
6200443,0x3f,2024-12-10T11:20:00Z,50.7405,1.5677,9.513,30.243,,3.299,0.729,6.3,0,1.57,10758,,94.7,0,16.754,001111191110119141
6200443,0x3f,2024-12-10T11:40:00Z,50.7405,1.5677,9.463,30.104,,3.282,0.737,6.33,0,1.515,10795,,94.811,0,17.319,001111191110119141
6200443,0x3f,2024-12-10T12:00:02Z,50.7405,1.5677,9.462,30.059,,3.277,0.729,6.31,0,1.402,10770,,94.354,0,16.727,001111191110119141
6200443,0x3f,2024-12-10T12:20:00Z,50.7405,1.5677,9.463,30.072,,3.277,0.73,6.18,0,1.378,10536,,92.251,0,14.82,001111191110119141
6200443,0x3f,2024-12-10T12:40:00Z,50.7405,1.5677,9.44,30.074,,3.277,0.717,5.93,0,1.527,10115,,88.603,0,13.448,001111191110119141
6200443,0x3f,2024-12-10T13:00:00Z,50.7405,1.5677,9.446,30.082,,3.278,0.735,5.66,0,1.329,9658,,84.634,0,12.363,001111191110119141
6200443,0x3f,2024-12-10T13:20:00Z,50.7405,1.5677,9.474,30.093,,3.281,0.743,5.48,0,1.375,9348,,82.074,0,11.961,001111191110119141
6200443,0x3f,2024-12-10T13:40:00Z,50.7405,1.5677,9.622,30.107,,3.294,0.742,5.31,0,1.231,9064,,79.761,0,11.406,001111191110119141
6200443,0x3f,2024-12-10T14:00:00Z,50.7405,1.5677,9.802,30.105,,3.31,0.726,5.16,0,1.213,8792,,77.771,0,10.895,001111191110119141
6200443,0x3f,2024-12-10T14:20:00Z,50.7405,1.5677,9.972,30.121,,3.325,0.735,5.18,0,1.184,8829,,78.327,0,11.289,001111191110119141
6200443,0x3f,2024-12-10T14:40:00Z,50.7405,1.5677,10.12,30.121,,3.338,0.721,5,0,1.27,8520,,75.681,0,10.967,001111191110119141
6200443,0x3f,2024-12-10T15:00:00Z,50.7405,1.5677,10.201,30.131,,3.345,0.749,4.98,0,1.236,8495,,75.693,0,10.73,001111191110119141
6200443,0x3f,2024-12-10T15:20:00Z,50.7405,1.5677,10.2,30.121,,3.346,0.734,4.88,0,1.208,8322,,74.296,0,11.353,001111191110119141
6200443,0x3f,2024-12-10T15:40:00Z,50.7405,1.5677,10.174,30.146,,3.345,0.756,4.87,0,1.42,8297,,73.912,0,18.35,001111191110119141
6200443,0x3f,2024-12-10T16:00:00Z,50.7405,1.5677,10.179,30.158,,3.346,0.721,4.85,0,1.486,8260,,73.504,0,27.039,001111191110119141
6200443,0x3f,2024-12-10T16:00:01Z,50.7405,1.5677,,,23.398,,1.4,,,,,,,,,001119909799999999
6200443,0x3f,2024-12-10T16:20:00Z,50.7405,1.5677,10.157,30.177,,3.346,0.749,4.84,0,1.442,8260,,73.529,0,41.795,001111191110119141
6200443,0x3f,2024-12-10T16:40:00Z,50.7405,1.5677,10.162,30.201,,3.35,0.742,4.84,0,1.543,8248,,73.442,0,28.33,001111191110119141
6200443,0x3f,2024-12-10T17:00:00Z,50.7405,1.5677,10.073,30.272,,3.349,0.723,4.86,0,1.833,8297,,73.801,0,25.967,001111191110119141
6200443,0x3f,2024-12-10T17:20:00Z,50.7405,1.5677,9.967,30.455,,3.355,0.72,5.13,0,1.7,8767,,77.857,0,25.464,001111191110119141
6200443,0x3f,2024-12-10T17:40:01Z,50.7405,1.5677,9.884,30.54,,3.353,0.727,5.27,0,1.739,9002,,79.625,0,26.266,001111191110119141
6200443,0x3f,2024-12-10T18:00:00Z,50.7405,1.5677,9.856,30.503,,3.355,0.718,5.23,0,1.81,8940,,79.217,0,26.22,001111191110119141
6200443,0x3f,2024-12-10T18:20:00Z,50.7405,1.5677,9.854,30.691,,3.364,0.748,5.22,0,1.608,8940,,79.205,0,25.923,001111191110119141
6200443,0x3f,2024-12-10T18:40:01Z,50.7405,1.5677,9.726,30.662,,3.358,0.733,5.35,0,1.606,9163,,81.01,0,22.057,001111191110119141
6200443,0x3f,2024-12-10T19:00:00Z,50.7405,1.5677,9.392,30.599,,3.324,0.721,5.97,0,1.582,10214,,89.605,0,20.501,001111191110119141
6200443,0x3f,2024-12-10T19:20:00Z,50.7405,1.5677,9.153,30.156,,3.261,0.73,6.34,0,1.503,10820,,94.354,0,19.443,001111191110119141
6200443,0x3f,2024-12-10T19:40:00Z,50.7405,1.5677,9.107,30.151,,3.256,0.736,6.29,0,1.516,10746,,93.772,0,17.662,001111191110119141
6200443,0x3f,2024-12-10T20:00:00Z,50.7405,1.5677,9.079,30.205,,3.26,0.746,6.05,0,1.448,10338,,90.087,0,16.23,001111191110119141
6200443,0x3f,2024-12-10T20:20:00Z,50.7405,1.5677,9.074,30.264,,3.265,0.712,5.81,0,1.503,9930,,86.105,0,16.3,001111191110119141
6200443,0x3f,2024-12-10T20:40:00Z,50.7405,1.5677,8.976,30.253,,3.256,0.737,6.39,0,1.567,10919,,94.601,0,16.649,001111191110119141
6200443,0x3f,2024-12-10T21:00:00Z,50.7405,1.5677,9.078,30.282,,3.268,0.753,6.04,0,1.523,10325,,89.766,0,17.266,001111191110119141
6200443,0x3f,2024-12-10T21:20:00Z,50.7405,1.5677,9.263,30.318,,3.286,0.736,5.88,0,1.401,10053,,87.651,0,16.581,001111191110119141
6200443,0x3f,2024-12-10T21:40:00Z,50.7405,1.5677,9.352,30.317,,3.293,0.736,5.46,0,1.39,9324,,81.381,0,16.379,001111191110119141
6200443,0x3f,2024-12-10T22:00:02Z,50.7405,1.5677,9.377,30.327,,3.296,0.744,5.39,0,1.303,9212,,80.652,0,15.552,001111191110119141
6200443,0x3f,2024-12-10T22:20:00Z,50.7405,1.5677,9.371,30.33,,3.296,0.757,5.32,0,1.33,9089,,79.489,0,16.024,001111191110119141
6200443,0x3f,2024-12-10T22:40:00Z,50.7405,1.5677,9.197,30.316,,3.281,0.752,5.29,0,1.457,9039,,78.859,0,15.412,001111191110119141
