PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DRYT LEVEL-1 (degree_Celsius),DEPH LEVEL-1 (meter),WDIR LEVEL-1 (degree),WSPD LEVEL-1 (meter/second),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),DEPH LEVEL1 (meter),QC
EXIN0003,2025-01-22T01:20:00Z,42.7042,3.0672,8.1,-2,236.6,3.138,11.9,38.2,1.5,01111711117
EXIN0003,2025-01-22T01:30:00Z,42.7042,3.0672,8.1,-2,242.5,3.292,11.9,38.2,1.5,01111711117
EXIN0003,2025-01-22T01:40:00Z,42.7042,3.0672,8,-2,237.3,2.727,11.9,38.2,1.5,01111711117
EXIN0003,2025-01-22T01:50:00Z,42.7042,3.0672,8,-2,235.7,3.087,11.9,38.2,1.5,01111711117
EXIN0003,2025-01-22T02:00:00Z,42.7042,3.0672,8,-2,231.5,2.675,12,38.2,1.5,01111711117
EXIN0003,2025-01-22T02:10:00Z,42.7042,3.0672,8,-2,238.9,3.91,12,38.3,1.5,01111711117
EXIN0003,2025-01-22T02:20:00Z,42.7042,3.0672,8.1,-2,232.5,4.579,11.9,38.2,1.5,01111711117
EXIN0003,2025-01-22T02:30:00Z,42.7042,3.0672,8.2,-2,232.5,4.527,12,38.3,1.5,01111711117
EXIN0003,2025-01-22T02:40:00Z,42.7042,3.0672,8,-2,246.8,4.218,12,38.3,1.5,01111711117
EXIN0003,2025-01-22T02:50:00Z,42.7042,3.0672,8,-2,249.3,3.653,12,38.3,1.5,01111711117
EXIN0003,2025-01-22T03:00:00Z,42.7042,3.0672,7.8,-2,232.1,3.395,12,38.3,1.5,01111711117
EXIN0003,2025-01-22T03:10:00Z,42.7042,3.0672,7.8,-2,247.6,3.55,12,38.3,1.5,01111711117
EXIN0003,2025-01-22T03:20:00Z,42.7042,3.0672,7.7,-2,252,3.087,12,38.3,1.5,01111711117
EXIN0003,2025-01-22T03:30:00Z,42.7042,3.0672,7.7,-2,226.7,2.727,12,38.3,1.5,01111711117
EXIN0003,2025-01-22T03:40:00Z,42.7042,3.0672,7.6,-2,208.2,2.315,12,38.3,1.5,01111711117
EXIN0003,2025-01-22T03:50:00Z,42.7042,3.0672,7.6,-2,234.7,2.418,12,38.3,1.5,01111711117
EXIN0003,2025-01-22T04:00:00Z,42.7042,3.0672,7.6,-2,221.9,2.161,12.1,38.3,1.5,01111711117
EXIN0003,2025-01-22T04:10:00Z,42.7042,3.0672,7.5,-2,248,2.572,12.1,38.3,1.5,01111711117
EXIN0003,2025-01-22T04:20:00Z,42.7042,3.0672,7.4,-2,279.4,2.366,12.1,38.3,1.5,01111711117
EXIN0003,2025-01-22T04:30:00Z,42.7042,3.0672,7.4,-2,281.3,2.109,12.1,38.3,1.5,01111711117
EXIN0003,2025-01-22T04:40:00Z,42.7042,3.0672,7.4,-2,281.1,2.006,12.1,38.3,1.5,01111711117
EXIN0003,2025-01-22T04:50:00Z,42.7042,3.0672,7.4,-2,246.9,2.829,12.1,38.3,1.5,01111711117
EXIN0003,2025-01-22T05:00:00Z,42.7042,3.0672,7.2,-2,228.6,2.469,12.1,38.3,1.5,01111711117
EXIN0003,2025-01-22T05:10:00Z,42.7042,3.0672,7,-2,232.1,3.55,12.1,38.3,1.5,01111711117
EXIN0003,2025-01-22T05:20:00Z,42.7042,3.0672,6.8,-2,252,3.498,12.1,38.3,1.5,01111711117
EXIN0003,2025-01-22T05:30:00Z,42.7042,3.0672,6.8,-2,294,3.035,12.1,38.3,1.5,01111711117
EXIN0003,2025-01-22T05:40:00Z,42.7042,3.0672,6.8,-2,292.1,3.601,11.9,38.2,1.5,01111711117
EXIN0003,2025-01-22T05:50:00Z,42.7042,3.0672,6.7,-2,268.4,1.903,11.8,38.1,1.5,01111711117
EXIN0003,2025-01-22T06:00:00Z,42.7042,3.0672,6.9,-2,266.4,1.029,11.8,38.1,1.5,01111711117
EXIN0003,2025-01-22T06:10:00Z,42.7042,3.0672,7.2,-2,228,2.315,11.8,38,1.5,01111711117
EXIN0003,2025-01-22T06:20:00Z,42.7042,3.0672,7.3,-2,247.8,3.138,11.6,37.9,1.5,01111711117
EXIN0003,2025-01-22T06:30:00Z,42.7042,3.0672,6.9,-2,241.4,3.704,11.8,38,1.5,01111711117
EXIN0003,2025-01-22T06:40:00Z,42.7042,3.0672,6.7,-2,244.9,4.218,11.9,38.1,1.5,01111711117
EXIN0003,2025-01-22T06:50:00Z,42.7042,3.0672,6.7,-2,245.5,5.35,11.8,38,1.5,01111711117
EXIN0003,2025-01-22T07:00:00Z,42.7042,3.0672,6.8,-2,251.4,4.167,11.9,38,1.5,01111711117
EXIN0003,2025-01-22T07:10:00Z,42.7042,3.0672,7.1,-2,242.8,3.601,11.8,38,1.5,01111711117
EXIN0003,2025-01-22T07:20:00Z,42.7042,3.0672,7.6,-2,228.9,2.212,11.7,37.8,1.5,01111711117
EXIN0003,2025-01-22T07:30:00Z,42.7042,3.0672,7.7,-2,240,2.161,11.8,37.9,1.5,01111711117
EXIN0003,2025-01-22T07:40:00Z,42.7042,3.0672,7.9,-2,254.4,2.521,11.7,37.8,1.5,01111711117
EXIN0003,2025-01-22T07:50:00Z,42.7042,3.0672,7.8,-2,257.1,2.881,11.7,37.8,1.5,01111711117
EXIN0003,2025-01-22T08:00:00Z,42.7042,3.0672,7.8,-2,250.6,2.572,11.8,38,1.5,01111711117
EXIN0003,2025-01-22T08:10:00Z,42.7042,3.0672,7.8,-2,256.8,2.006,11.7,37.8,1.5,01111711117
EXIN0003,2025-01-22T08:20:00Z,42.7042,3.0672,7.9,-2,259.8,2.161,11.8,38,1.5,01111711117
EXIN0003,2025-01-22T08:30:00Z,42.7042,3.0672,8,-2,256.3,1.955,11.8,37.9,1.5,01111711117
EXIN0003,2025-01-22T08:40:00Z,42.7042,3.0672,8,-2,277.8,2.109,11.8,37.9,1.5,01111711117
EXIN0003,2025-01-22T08:50:00Z,42.7042,3.0672,8,-2,286.7,2.418,11.8,37.9,1.5,01111711117
EXIN0003,2025-01-22T09:00:00Z,42.7042,3.0672,8,-2,259.5,3.601,11.7,37.8,1.5,01111711117
EXIN0003,2025-01-22T09:10:00Z,42.7042,3.0672,8,-2,241.4,3.395,11.8,37.9,1.5,01111711117
EXIN0003,2025-01-22T09:20:00Z,42.7042,3.0672,8.1,-2,251.5,3.498,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-22T09:30:00Z,42.7042,3.0672,8.3,-2,262.9,2.366,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-22T09:40:00Z,42.7042,3.0672,8.4,-2,247,2.418,12,38.2,1.5,01111711117
EXIN0003,2025-01-22T09:50:00Z,42.7042,3.0672,8.7,-2,261.8,1.955,11.9,38,1.5,01111711117
EXIN0003,2025-01-22T10:00:00Z,42.7042,3.0672,8.9,-2,283.2,1.08,11.9,38,1.5,01111711117
EXIN0003,2025-01-22T10:10:00Z,42.7042,3.0672,9,-2,239.8,1.08,11.9,38.1,1.5,01111711117
EXIN0003,2025-01-22T10:20:00Z,42.7042,3.0672,9.1,-2,236,1.749,11.8,38,1.5,01111711117
EXIN0003,2025-01-22T10:30:00Z,42.7042,3.0672,9.2,-2,206.8,2.058,11.8,38,1.5,01111711117
EXIN0003,2025-01-22T10:40:00Z,42.7042,3.0672,9.4,-2,211.6,3.344,11.7,37.9,1.5,01111711117
EXIN0003,2025-01-22T10:50:00Z,42.7042,3.0672,9.3,-2,234.6,3.035,11.7,38,1.5,01111711117
EXIN0003,2025-01-22T11:00:00Z,42.7042,3.0672,9.3,-2,275.3,1.903,11.7,37.8,1.5,01111711117
EXIN0003,2025-01-22T11:10:00Z,42.7042,3.0672,9.5,-2,256.4,2.006,11.6,37.7,1.5,01111711117
EXIN0003,2025-01-22T11:20:00Z,42.7042,3.0672,9.7,-2,254.4,1.183,11.6,37.7,1.5,01111711117
EXIN0003,2025-01-22T11:30:00Z,42.7042,3.0672,10,-2,292.5,1.286,11.5,37.8,1.5,01111711117
EXIN0003,2025-01-22T11:40:00Z,42.7042,3.0672,10,-2,293.6,1.698,11.5,37.8,1.5,01111711117
EXIN0003,2025-01-22T11:50:00Z,42.7042,3.0672,10.2,-2,324.7,1.646,11.4,37.8,1.5,01111711117
EXIN0003,2025-01-22T12:00:00Z,42.7042,3.0672,10.2,-2,318.1,1.801,11.4,37.8,1.5,01111711117
EXIN0003,2025-01-22T12:10:00Z,42.7042,3.0672,10.4,-2,21.9,2.932,11.4,37.8,1.5,01111711117
EXIN0003,2025-01-22T12:20:00Z,42.7042,3.0672,10.5,-2,29.5,1.852,11.4,37.9,1.5,01111711117
EXIN0003,2025-01-22T12:30:00Z,42.7042,3.0672,10.7,-2,39.2,2.212,11.4,37.8,1.5,01111711117
EXIN0003,2025-01-22T12:40:00Z,42.7042,3.0672,10.9,-2,33.3,2.315,11.4,37.8,1.5,01111711117
EXIN0003,2025-01-22T12:50:00Z,42.7042,3.0672,10.8,-2,24,3.807,11.5,37.8,1.5,01111711117
EXIN0003,2025-01-22T13:00:00Z,42.7042,3.0672,10.8,-2,36.1,3.19,11.5,37.7,1.5,01111711117
EXIN0003,2025-01-22T13:10:00Z,42.7042,3.0672,10.8,-2,37.4,3.55,11.5,37.8,1.5,01111711117
EXIN0003,2025-01-22T13:20:00Z,42.7042,3.0672,10.8,-2,31.6,2.366,11.5,37.9,1.5,01111711117
EXIN0003,2025-01-22T13:30:00Z,42.7042,3.0672,10.8,-2,43.6,3.395,11.5,37.9,1.5,01111711117
EXIN0003,2025-01-22T13:40:00Z,42.7042,3.0672,10.7,-2,55.5,3.704,11.5,37.9,1.5,01111711117
EXIN0003,2025-01-22T13:50:00Z,42.7042,3.0672,10.7,-2,61.7,3.755,11.4,37.9,1.5,01111711117
EXIN0003,2025-01-22T14:00:00Z,42.7042,3.0672,10.6,-2,65.3,3.653,11.4,38,1.5,01111711117
EXIN0003,2025-01-22T14:10:00Z,42.7042,3.0672,10.5,-2,64.5,3.858,11.4,38.1,1.5,01111711117
EXIN0003,2025-01-22T14:20:00Z,42.7042,3.0672,10.5,-2,64.6,3.344,11.4,38.1,1.5,01111711117
EXIN0003,2025-01-22T14:30:00Z,42.7042,3.0672,10.5,-2,77.8,2.932,11.3,38.1,1.5,01111711117
EXIN0003,2025-01-22T14:40:00Z,42.7042,3.0672,10.6,-2,87.7,2.006,11.3,38.1,1.5,01111711117
EXIN0003,2025-01-22T14:50:00Z,42.7042,3.0672,10.6,-2,85.1,2.264,11.3,38.1,1.5,01111711117
EXIN0003,2025-01-22T15:00:00Z,42.7042,3.0672,10.6,-2,79.7,2.109,11.3,38.1,1.5,01111711117
EXIN0003,2025-01-22T15:10:00Z,42.7042,3.0672,10.6,-2,73,3.19,11.3,38.1,1.5,01111711117
EXIN0003,2025-01-22T15:20:00Z,42.7042,3.0672,10.6,-2,101.7,2.624,11.3,38.1,1.5,01111711117
EXIN0003,2025-01-22T15:30:00Z,42.7042,3.0672,10.6,-2,93.3,2.572,11.3,38.1,1.5,01111711117
EXIN0003,2025-01-22T15:40:00Z,42.7042,3.0672,10.5,-2,100.9,1.903,11.3,38.1,1.5,01111711117
EXIN0003,2025-01-22T15:50:00Z,42.7042,3.0672,10.2,-2,100.8,2.366,11.3,38.1,1.5,01111711117
EXIN0003,2025-01-22T16:00:00Z,42.7042,3.0672,10,-2,81.7,2.624,11.4,38.1,1.5,01111711117
EXIN0003,2025-01-22T16:10:00Z,42.7042,3.0672,10,-2,92.5,2.315,11.3,38.1,1.5,01111711117
EXIN0003,2025-01-22T16:20:00Z,42.7042,3.0672,9.8,-2,44.7,1.286,11.3,38.1,1.5,01111711117
EXIN0003,2025-01-22T16:30:00Z,42.7042,3.0672,9.7,-2,68.1,1.646,11.3,38.1,1.5,01111711117
EXIN0003,2025-01-22T16:40:00Z,42.7042,3.0672,9.6,-2,84.2,1.389,11.3,38.1,1.5,01111711117
EXIN0003,2025-01-22T16:50:00Z,42.7042,3.0672,9.6,-2,68.1,1.286,11.3,38.1,1.5,01111711117
EXIN0003,2025-01-22T17:00:00Z,42.7042,3.0672,9.5,-2,105,1.235,11.8,38.2,1.5,01111711117
EXIN0003,2025-01-22T17:10:00Z,42.7042,3.0672,9.4,-2,77.6,1.492,11.3,38.1,1.5,01111711117
EXIN0003,2025-01-22T17:20:00Z,42.7042,3.0672,9.4,-2,93.9,1.646,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T17:30:00Z,42.7042,3.0672,9.4,-2,74.9,1.286,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T17:40:00Z,42.7042,3.0672,9.5,-2,192.3,0.72,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T17:50:00Z,42.7042,3.0672,9.6,-2,112.7,0.875,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T18:00:00Z,42.7042,3.0672,9.4,-2,63.2,0.977,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T18:10:00Z,42.7042,3.0672,9.4,-2,64.7,0.463,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T18:20:00Z,42.7042,3.0672,9.3,-2,57.6,2.521,11.3,38.1,1.5,01111711117
EXIN0003,2025-01-22T18:30:00Z,42.7042,3.0672,9.4,-2,82.6,0.977,11.3,38.1,1.5,01111711117
EXIN0003,2025-01-22T18:40:00Z,42.7042,3.0672,9.4,-2,16,0.154,11.3,38.1,1.5,01111711117
EXIN0003,2025-01-22T18:50:00Z,42.7042,3.0672,9.4,-2,11.3,1.08,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T19:00:00Z,42.7042,3.0672,9.3,-2,337.2,1.44,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T19:10:00Z,42.7042,3.0672,9.2,-2,359.6,0.977,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T19:20:00Z,42.7042,3.0672,9.3,-2,291.7,0.926,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T19:30:00Z,42.7042,3.0672,9.3,-2,326.9,0.154,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T19:40:00Z,42.7042,3.0672,9.4,-2,163.3,0.36,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T19:50:00Z,42.7042,3.0672,9.4,-2,266.4,0.514,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T20:00:00Z,42.7042,3.0672,9.4,-2,267.2,1.029,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T20:10:00Z,42.7042,3.0672,9.5,-2,231.1,1.183,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T20:20:00Z,42.7042,3.0672,9.5,-2,175,0.72,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T20:30:00Z,42.7042,3.0672,9.5,-2,254.1,1.029,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T20:40:00Z,42.7042,3.0672,9.4,-2,270.9,1.235,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T20:50:00Z,42.7042,3.0672,9.2,-2,303.7,1.492,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T21:00:00Z,42.7042,3.0672,9.2,-2,294.8,1.955,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T21:10:00Z,42.7042,3.0672,9.1,-2,281,1.595,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T21:20:00Z,42.7042,3.0672,9.3,-2,239.1,0.566,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T21:30:00Z,42.7042,3.0672,9.3,-2,269.5,0.977,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T21:40:00Z,42.7042,3.0672,9.2,-2,278.8,0.823,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T21:50:00Z,42.7042,3.0672,9.3,-2,39.4,0.463,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T22:00:00Z,42.7042,3.0672,9.3,-2,243.1,0.36,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T22:10:00Z,42.7042,3.0672,9.4,-2,225,0.463,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T22:20:00Z,42.7042,3.0672,9.3,-2,168.2,1.492,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T22:30:00Z,42.7042,3.0672,9.3,-2,174.3,1.595,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T22:40:00Z,42.7042,3.0672,9.1,-2,206.6,0.977,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T22:50:00Z,42.7042,3.0672,8.8,-2,271.9,1.08,11.2,38.1,1.5,01111711117
EXIN0003,2025-01-22T23:00:00Z,42.7042,3.0672,8.8,-2,269.3,1.492,11.2,38,1.5,01111711117
EXIN0003,2025-01-22T23:10:00Z,42.7042,3.0672,8.9,-2,221.1,1.235,11.1,38,1.5,01111711117
EXIN0003,2025-01-22T23:20:00Z,42.7042,3.0672,8.9,-2,193.6,2.315,11.1,38,1.5,01111711117
EXIN0003,2025-01-22T23:30:00Z,42.7042,3.0672,8.9,-2,203.7,2.727,11.1,38,1.5,01111711117
EXIN0003,2025-01-22T23:40:00Z,42.7042,3.0672,8.6,-2,247.3,2.932,11.1,38,1.5,01111711117
EXIN0003,2025-01-22T23:50:00Z,42.7042,3.0672,8.6,-2,236.8,2.521,11.1,38,1.5,01111711117
EXIN0003,2025-01-23T00:00:00Z,42.7042,3.0672,8.4,-2,235.4,3.395,11.1,38,1.5,01111711117
EXIN0003,2025-01-23T00:10:00Z,42.7042,3.0672,8.4,-2,244.8,2.521,11.1,38,1.5,01111711117
EXIN0003,2025-01-23T00:20:00Z,42.7042,3.0672,8.8,-2,245.6,2.572,11.1,38,1.5,01111711117
EXIN0003,2025-01-23T00:30:00Z,42.7042,3.0672,8.8,-2,240,2.109,11.1,38,1.5,01111711117
EXIN0003,2025-01-23T00:40:00Z,42.7042,3.0672,8.8,-2,248.3,2.161,11.1,38,1.5,01111711117
EXIN0003,2025-01-23T00:50:00Z,42.7042,3.0672,8.7,-2,294.1,1.183,11.1,38,1.5,01111711117
EXIN0003,2025-01-23T01:00:00Z,42.7042,3.0672,8.4,-2,284.6,2.881,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T01:10:00Z,42.7042,3.0672,8.3,-2,273.8,4.424,11.3,38.1,1.5,01111711117
EXIN0003,2025-01-23T01:20:00Z,42.7042,3.0672,8.5,-2,275.6,3.704,11.3,38.1,1.5,01111711117
EXIN0003,2025-01-23T01:30:00Z,42.7042,3.0672,8.7,-2,263.9,2.984,11.3,38,1.5,01111711117
EXIN0003,2025-01-23T01:40:00Z,42.7042,3.0672,8.8,-2,266.8,2.778,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T01:50:00Z,42.7042,3.0672,8.8,-2,257,2.932,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T02:00:00Z,42.7042,3.0672,9,-2,218.7,3.087,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T02:10:00Z,42.7042,3.0672,8.8,-2,219,3.241,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T02:20:00Z,42.7042,3.0672,8.9,-2,237.7,2.315,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T02:30:00Z,42.7042,3.0672,8.9,-2,259.1,2.932,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T02:40:00Z,42.7042,3.0672,8.9,-2,248.5,3.653,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T02:50:00Z,42.7042,3.0672,8.8,-2,262.8,2.829,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T03:00:00Z,42.7042,3.0672,9,-2,263.2,2.212,11.3,38,1.5,01111711117
EXIN0003,2025-01-23T03:10:00Z,42.7042,3.0672,9.1,-2,276.9,3.55,11.3,38,1.5,01111711117
EXIN0003,2025-01-23T03:20:00Z,42.7042,3.0672,9.3,-2,278.3,2.572,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T03:30:00Z,42.7042,3.0672,9.5,-2,224,2.932,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T03:40:00Z,42.7042,3.0672,9.6,-2,215,2.932,11.1,38,1.5,01111711117
EXIN0003,2025-01-23T03:50:00Z,42.7042,3.0672,9.6,-2,218,2.778,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T04:00:00Z,42.7042,3.0672,9.6,-2,223.9,3.55,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T04:10:00Z,42.7042,3.0672,9.5,-2,212.1,3.858,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T04:20:00Z,42.7042,3.0672,9.4,-2,211.7,3.601,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T04:30:00Z,42.7042,3.0672,9.4,-2,224.6,3.704,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T04:40:00Z,42.7042,3.0672,9.3,-2,254.6,4.013,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T04:50:00Z,42.7042,3.0672,9.4,-2,212.8,3.653,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T05:00:00Z,42.7042,3.0672,9.5,-2,220,3.344,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T05:10:00Z,42.7042,3.0672,9.5,-2,231.2,3.653,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T05:20:00Z,42.7042,3.0672,9.3,-2,242.7,4.218,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T05:30:00Z,42.7042,3.0672,9.2,-2,253.1,5.144,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T05:40:00Z,42.7042,3.0672,9.2,-2,255.7,4.99,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T05:50:00Z,42.7042,3.0672,9.3,-2,260,4.579,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T06:00:00Z,42.7042,3.0672,9.4,-2,252.8,3.704,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T06:10:00Z,42.7042,3.0672,9.5,-2,269,4.013,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T06:20:00Z,42.7042,3.0672,9.7,-2,263.3,4.013,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T06:30:00Z,42.7042,3.0672,9.7,-2,255,4.064,11.2,38,1.5,01111711117
EXIN0003,2025-01-23T06:40:00Z,42.7042,3.0672,9.8,-2,251.6,4.013,11.3,38,1.5,01111711117
EXIN0003,2025-01-23T06:50:00Z,42.7042,3.0672,9.8,-2,256.2,4.167,11.3,38,1.5,01111711117
EXIN0003,2025-01-23T07:00:00Z,42.7042,3.0672,9.8,-2,247.5,3.55,11.3,38,1.5,01111711117
EXIN0003,2025-01-23T07:10:00Z,42.7042,3.0672,9.7,-2,249.4,3.395,11.3,38,1.5,01111711117
EXIN0003,2025-01-23T07:20:00Z,42.7042,3.0672,9.8,-2,258,3.91,11.3,38,1.5,01111711117
EXIN0003,2025-01-23T07:30:00Z,42.7042,3.0672,9.9,-2,258.7,2.881,11.3,38,1.5,01111711117
EXIN0003,2025-01-23T07:40:00Z,42.7042,3.0672,10,-2,249.1,2.881,11.4,38,1.5,01111711117
EXIN0003,2025-01-23T07:50:00Z,42.7042,3.0672,10,-2,259.2,3.241,11.5,38,1.5,01111711117
EXIN0003,2025-01-23T08:00:00Z,42.7042,3.0672,10.1,-2,246.4,2.624,11.4,38,1.5,01111711117
EXIN0003,2025-01-23T08:10:00Z,42.7042,3.0672,10.2,-2,241.4,3.035,11.5,38,1.5,01111711117
EXIN0003,2025-01-23T08:20:00Z,42.7042,3.0672,10,-2,245.8,2.521,11.5,38,1.5,01111711117
EXIN0003,2025-01-23T08:30:00Z,42.7042,3.0672,10.1,-2,257,4.63,11.6,38.1,1.5,01111711117
EXIN0003,2025-01-23T08:40:00Z,42.7042,3.0672,10.4,-2,257.5,3.138,11.6,38,1.5,01111711117
EXIN0003,2025-01-23T08:50:00Z,42.7042,3.0672,10.8,-2,274.9,1.749,11.4,38,1.5,01111711117
EXIN0003,2025-01-23T09:00:00Z,42.7042,3.0672,10.6,-2,23.9,0.977,11.5,38,1.5,01111711117
EXIN0003,2025-01-23T09:10:00Z,42.7042,3.0672,10.6,-2,313.2,1.595,11.4,37.9,1.5,01111711117
EXIN0003,2025-01-23T09:20:00Z,42.7042,3.0672,10.7,-2,305.9,2.058,11.5,38,1.5,01111711117
EXIN0003,2025-01-23T09:30:00Z,42.7042,3.0672,10.8,-2,343.7,0.772,11.4,38,1.5,01111711117
EXIN0003,2025-01-23T09:40:00Z,42.7042,3.0672,11.2,-2,252.9,2.727,11.5,38,1.5,01111711117
EXIN0003,2025-01-23T09:50:00Z,42.7042,3.0672,11.7,-2,278,1.132,11.7,38,1.5,01111711117
EXIN0003,2025-01-23T10:00:00Z,42.7042,3.0672,12,-2,301.6,4.116,11.5,37.9,1.5,01111711117
EXIN0003,2025-01-23T10:10:00Z,42.7042,3.0672,12.4,-2,307.7,7.254,11.6,38,1.5,01111711117
EXIN0003,2025-01-23T10:20:00Z,42.7042,3.0672,12.1,-2,319.2,7.408,11.8,38.1,1.5,01111711117
EXIN0003,2025-01-23T10:30:00Z,42.7042,3.0672,12.1,-2,302.3,8.848,11.9,38.1,1.5,01111711117
EXIN0003,2025-01-23T10:40:00Z,42.7042,3.0672,12,-2,307.6,7.357,12,38.1,1.5,01111711117
EXIN0003,2025-01-23T10:50:00Z,42.7042,3.0672,11.9,-2,328,8.231,12,38.1,1.5,01111711117
EXIN0003,2025-01-23T11:00:00Z,42.7042,3.0672,11.7,-2,330,9.62,11.9,38.1,1.5,01111711117
EXIN0003,2025-01-23T11:10:00Z,42.7042,3.0672,11.2,-2,333.4,9.003,11.9,38.1,1.5,01111711117
EXIN0003,2025-01-23T11:20:00Z,42.7042,3.0672,11.3,-2,320.8,9.363,11.8,38,1.5,01111711117
EXIN0003,2025-01-23T11:30:00Z,42.7042,3.0672,11.4,-2,317.3,9.569,11.9,38.1,1.5,01111711117
EXIN0003,2025-01-23T11:40:00Z,42.7042,3.0672,11.7,-2,313.7,10.649,11.8,38.1,1.5,01111711117
EXIN0003,2025-01-23T11:50:00Z,42.7042,3.0672,11.7,-2,316,10.958,11.9,38.1,1.5,01111711117
EXIN0003,2025-01-23T12:00:00Z,42.7042,3.0672,11.8,-2,312.5,9.826,11.8,38,1.5,01111711117
EXIN0003,2025-01-23T12:10:00Z,42.7042,3.0672,11.8,-2,314.7,10.186,11.8,38,1.5,01111711117
EXIN0003,2025-01-23T12:20:00Z,42.7042,3.0672,11.9,-2,309.9,9.517,11.7,38,1.5,01111711117
EXIN0003,2025-01-23T12:30:00Z,42.7042,3.0672,12,-2,317.1,9.877,11.7,38,1.5,01111711117
EXIN0003,2025-01-23T12:40:00Z,42.7042,3.0672,12,-2,314,8.283,11.7,38,1.5,01111711117
EXIN0003,2025-01-23T12:50:00Z,42.7042,3.0672,12,-2,317.1,9.311,11.6,38,1.5,01111711117
EXIN0003,2025-01-23T13:00:00Z,42.7042,3.0672,12.1,-2,311.6,8.694,11.6,38,1.5,01111711117
EXIN0003,2025-01-23T13:10:00Z,42.7042,3.0672,12.2,-2,310.1,8.694,11.6,38,1.5,01111711117
EXIN0003,2025-01-23T13:20:00Z,42.7042,3.0672,12.2,-2,307.5,8.488,11.7,38,1.5,01111711117
EXIN0003,2025-01-23T13:30:00Z,42.7042,3.0672,12.2,-2,304.5,7.717,11.7,38,1.5,01111711117
EXIN0003,2025-01-23T13:40:00Z,42.7042,3.0672,12.2,-2,307.9,10.032,11.6,38,1.5,01111711117
EXIN0003,2025-01-23T13:50:00Z,42.7042,3.0672,12.3,-2,307.6,9.826,11.6,38,1.5,01111711117
EXIN0003,2025-01-23T14:00:00Z,42.7042,3.0672,12.3,-2,302.9,8.591,11.6,38,1.5,01111711117
