PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DRYT LEVEL-1 (degree_Celsius),DEPH LEVEL-1 (meter),WDIR LEVEL-1 (degree),WSPD LEVEL-1 (meter/second),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),DEPH LEVEL1 (meter),QC
EXIN0003,2025-01-18T01:10:00Z,42.7042,3.0672,8.2,-2,342.3,1.903,11.6,37.5,1.5,01111711117
EXIN0003,2025-01-18T01:20:00Z,42.7042,3.0672,8.3,-2,35.1,0.617,11.6,37.5,1.5,01111711117
EXIN0003,2025-01-18T01:30:00Z,42.7042,3.0672,8.5,-2,303,0.514,11.6,37.5,1.5,01111711117
EXIN0003,2025-01-18T01:40:00Z,42.7042,3.0672,8.5,-2,290.4,1.698,11.6,37.5,1.5,01111711117
EXIN0003,2025-01-18T01:50:00Z,42.7042,3.0672,8.6,-2,270.4,1.183,11.6,37.5,1.5,01111711117
EXIN0003,2025-01-18T02:00:00Z,42.7042,3.0672,8.4,-2,265.4,2.418,11.6,37.5,1.5,01111711117
EXIN0003,2025-01-18T02:10:00Z,42.7042,3.0672,7.7,-2,244.9,3.292,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-18T02:20:00Z,42.7042,3.0672,6.8,-2,243.3,3.704,11.7,37.6,1.5,01111711117
EXIN0003,2025-01-18T02:30:00Z,42.7042,3.0672,6.7,-2,243.1,3.807,11.5,37.5,1.5,01111711117
EXIN0003,2025-01-18T02:40:00Z,42.7042,3.0672,6.8,-2,246.8,3.858,11.5,37.6,1.5,01111711117
EXIN0003,2025-01-18T02:50:00Z,42.7042,3.0672,6.9,-2,249.1,3.087,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-18T03:00:00Z,42.7042,3.0672,6.7,-2,252.6,2.829,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-18T03:10:00Z,42.7042,3.0672,6.7,-2,221.6,2.624,11.6,37.6,1.5,01111711117
EXIN0003,2025-01-18T03:20:00Z,42.7042,3.0672,6.6,-2,237.8,2.418,11.6,37.6,1.5,01111711117
EXIN0003,2025-01-18T03:30:00Z,42.7042,3.0672,6.5,-2,263.4,2.418,11.6,37.7,1.5,01111711117
EXIN0003,2025-01-18T03:40:00Z,42.7042,3.0672,6.7,-2,247.4,2.109,11.5,37.6,1.5,01111711117
EXIN0003,2025-01-18T03:50:00Z,42.7042,3.0672,6.7,-2,266.1,1.698,11.6,37.7,1.5,01111711117
EXIN0003,2025-01-18T04:00:00Z,42.7042,3.0672,6.4,-2,267.4,2.006,11.6,37.7,1.5,01111711117
EXIN0003,2025-01-18T04:10:00Z,42.7042,3.0672,6.3,-2,244.9,2.212,11.6,37.7,1.5,01111711117
EXIN0003,2025-01-18T04:20:00Z,42.7042,3.0672,6.2,-2,228.6,2.778,11.6,37.7,1.5,01111711117
EXIN0003,2025-01-18T04:30:00Z,42.7042,3.0672,5.9,-2,237.4,2.366,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-18T04:40:00Z,42.7042,3.0672,5.5,-2,248.9,3.087,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-18T04:50:00Z,42.7042,3.0672,5.2,-2,241,3.344,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-18T05:00:00Z,42.7042,3.0672,5.2,-2,251.7,2.264,11.7,37.8,1.5,01111711117
EXIN0003,2025-01-18T05:10:00Z,42.7042,3.0672,5.2,-2,243.3,1.543,11.7,37.8,1.5,01111711117
EXIN0003,2025-01-18T05:20:00Z,42.7042,3.0672,5.2,-2,224.8,2.006,11.8,37.8,1.5,01111711117
EXIN0003,2025-01-18T05:30:00Z,42.7042,3.0672,5,-2,240,2.624,11.8,37.8,1.5,01111711117
EXIN0003,2025-01-18T05:40:00Z,42.7042,3.0672,5.2,-2,250.7,2.675,11.8,37.8,1.5,01111711117
EXIN0003,2025-01-18T05:50:00Z,42.7042,3.0672,5.2,-2,261,2.058,11.8,37.8,1.5,01111711117
EXIN0003,2025-01-18T06:10:00Z,42.7042,3.0672,5.2,-2,259,1.698,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-18T06:20:00Z,42.7042,3.0672,5.3,-2,288.9,1.389,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-18T06:30:00Z,42.7042,3.0672,5.7,-2,277.6,1.235,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-18T06:40:00Z,42.7042,3.0672,5.8,-2,255.1,1.492,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-18T06:50:00Z,42.7042,3.0672,5.8,-2,272.6,2.161,12,37.9,1.5,01111711117
EXIN0003,2025-01-18T07:00:00Z,42.7042,3.0672,5.7,-2,269.8,1.646,12,37.9,1.5,01111711117
EXIN0003,2025-01-18T07:10:00Z,42.7042,3.0672,5.6,-2,268.9,2.058,12,37.9,1.5,01111711117
EXIN0003,2025-01-18T07:20:00Z,42.7042,3.0672,5.6,-2,261.3,2.058,12,37.9,1.5,01111711117
EXIN0003,2025-01-18T07:30:00Z,42.7042,3.0672,5.6,-2,255,2.058,12,37.9,1.5,01111711117
EXIN0003,2025-01-18T07:40:00Z,42.7042,3.0672,6.4,-2,227.3,1.492,12,37.9,1.5,01111711117
EXIN0003,2025-01-18T07:50:00Z,42.7042,3.0672,6.7,-2,229.1,1.698,12,37.9,1.5,01111711117
EXIN0003,2025-01-18T08:00:00Z,42.7042,3.0672,7.3,-2,231.8,1.852,12,37.9,1.5,01111711117
EXIN0003,2025-01-18T08:10:00Z,42.7042,3.0672,7.1,-2,238.5,2.315,12,37.9,1.5,01111711117
EXIN0003,2025-01-18T08:20:00Z,42.7042,3.0672,7.8,-2,252.8,2.469,12,37.9,1.5,01111711117
EXIN0003,2025-01-18T08:30:00Z,42.7042,3.0672,7.2,-2,242.6,2.778,12,37.9,1.5,01111711117
EXIN0003,2025-01-18T08:40:00Z,42.7042,3.0672,7.5,-2,235.9,2.572,12,37.9,1.5,01111711117
EXIN0003,2025-01-18T08:50:00Z,42.7042,3.0672,7.9,-2,238.8,2.984,12,37.9,1.5,01111711117
EXIN0003,2025-01-18T09:00:00Z,42.7042,3.0672,7.8,-2,251.8,3.498,12,37.9,1.5,01111711117
EXIN0003,2025-01-18T09:10:00Z,42.7042,3.0672,8.8,-2,253,3.447,12,37.9,1.5,01111711117
EXIN0003,2025-01-18T09:20:00Z,42.7042,3.0672,9.1,-2,260,3.344,12,37.9,1.5,01111711117
EXIN0003,2025-01-18T09:30:00Z,42.7042,3.0672,9.6,-2,246.4,3.601,12,37.9,1.5,01111711117
EXIN0003,2025-01-18T09:40:00Z,42.7042,3.0672,9.6,-2,259.5,3.035,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-18T09:50:00Z,42.7042,3.0672,10,-2,254.6,3.858,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-18T10:00:00Z,42.7042,3.0672,10.3,-2,246.8,3.601,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-18T10:10:00Z,42.7042,3.0672,10.2,-2,247.6,3.241,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-18T10:20:00Z,42.7042,3.0672,10.7,-2,235.1,2.315,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-18T10:30:00Z,42.7042,3.0672,10.9,-2,235.8,1.44,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-18T10:40:00Z,42.7042,3.0672,10.8,-2,184.1,2.161,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-18T10:50:00Z,42.7042,3.0672,11.2,-2,203,2.058,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-18T11:00:00Z,42.7042,3.0672,11.7,-2,231.8,1.595,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-18T11:10:00Z,42.7042,3.0672,12.1,-2,197.8,1.698,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-18T11:20:00Z,42.7042,3.0672,12.2,-2,346.2,0.103,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-18T11:30:00Z,42.7042,3.0672,12.1,-2,243.4,0.514,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-18T11:40:00Z,42.7042,3.0672,12.1,-2,203.9,0.977,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-18T11:50:00Z,42.7042,3.0672,12.6,-2,284.5,0.617,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-18T12:00:00Z,42.7042,3.0672,12.9,-2,270.2,0.36,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-18T12:10:00Z,42.7042,3.0672,12.9,-2,358.3,0.412,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-18T12:20:00Z,42.7042,3.0672,12.5,-2,22.8,1.698,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-18T12:30:00Z,42.7042,3.0672,11.7,-2,68.7,2.264,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T12:40:00Z,42.7042,3.0672,11.5,-2,45.1,3.19,12.3,37.9,1.5,01111711117
EXIN0003,2025-01-18T12:50:00Z,42.7042,3.0672,11.7,-2,31.2,3.601,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T13:00:00Z,42.7042,3.0672,11.7,-2,40.8,2.778,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T13:10:00Z,42.7042,3.0672,11.6,-2,47.9,2.675,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T13:20:00Z,42.7042,3.0672,11.2,-2,50.5,3.447,12.5,38,1.5,01111711117
EXIN0003,2025-01-18T13:30:00Z,42.7042,3.0672,10.9,-2,61.6,3.55,12.5,38,1.5,01111711117
EXIN0003,2025-01-18T13:40:00Z,42.7042,3.0672,10.9,-2,68.2,3.498,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T13:50:00Z,42.7042,3.0672,11,-2,73.8,3.19,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T14:00:00Z,42.7042,3.0672,11.1,-2,74.5,2.829,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T14:10:00Z,42.7042,3.0672,11.1,-2,93,2.727,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T14:20:00Z,42.7042,3.0672,11.1,-2,101.1,2.264,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T14:30:00Z,42.7042,3.0672,11.2,-2,96.7,2.212,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T14:40:00Z,42.7042,3.0672,11.6,-2,89.2,1.595,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T14:50:00Z,42.7042,3.0672,11.4,-2,85.8,1.543,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T15:00:00Z,42.7042,3.0672,11.2,-2,103.9,1.543,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T15:10:00Z,42.7042,3.0672,11.1,-2,160,1.903,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T15:20:00Z,42.7042,3.0672,11.7,-2,194,1.029,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T15:30:00Z,42.7042,3.0672,11.7,-2,217.8,1.903,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T15:40:00Z,42.7042,3.0672,11.9,-2,272.5,1.646,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T15:50:00Z,42.7042,3.0672,10.8,-2,253.6,3.087,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T16:00:00Z,42.7042,3.0672,10.2,-2,242.4,4.167,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T16:10:00Z,42.7042,3.0672,10.2,-2,265,4.733,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T16:20:00Z,42.7042,3.0672,10.1,-2,241.9,5.196,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T16:30:00Z,42.7042,3.0672,10.1,-2,256.3,4.887,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T16:40:00Z,42.7042,3.0672,9.8,-2,263.6,4.476,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T16:50:00Z,42.7042,3.0672,9.8,-2,243.8,3.601,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T17:00:00Z,42.7042,3.0672,9.8,-2,255.3,3.035,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T17:10:00Z,42.7042,3.0672,9.8,-2,294.8,1.543,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T17:20:00Z,42.7042,3.0672,9.8,-2,221.6,2.161,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T17:30:00Z,42.7042,3.0672,9.8,-2,247.9,2.521,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T17:40:00Z,42.7042,3.0672,9.8,-2,265.5,2.212,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T17:50:00Z,42.7042,3.0672,9.9,-2,264.4,2.006,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T18:00:00Z,42.7042,3.0672,9.9,-2,261.4,2.675,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T18:10:00Z,42.7042,3.0672,9.9,-2,237.1,3.19,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T18:20:00Z,42.7042,3.0672,9.9,-2,249.5,2.675,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T18:30:00Z,42.7042,3.0672,10,-2,241.4,2.469,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T18:40:00Z,42.7042,3.0672,10,-2,255.8,1.801,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T18:50:00Z,42.7042,3.0672,9.8,-2,273.9,3.55,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T19:00:00Z,42.7042,3.0672,9.6,-2,286.5,3.19,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T19:10:00Z,42.7042,3.0672,9.3,-2,280.8,2.469,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T19:20:00Z,42.7042,3.0672,9,-2,295.9,1.903,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T19:30:00Z,42.7042,3.0672,9.1,-2,313.7,1.903,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T19:40:00Z,42.7042,3.0672,9.1,-2,301.6,1.492,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T19:50:00Z,42.7042,3.0672,9.2,-2,290.1,1.646,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T20:00:00Z,42.7042,3.0672,9.2,-2,286.5,1.646,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-18T20:10:00Z,42.7042,3.0672,9.1,-2,284.8,2.469,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T20:20:00Z,42.7042,3.0672,9.1,-2,312.7,1.286,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T20:40:00Z,42.7042,3.0672,9.4,-2,302.9,1.08,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T20:50:00Z,42.7042,3.0672,9.3,-2,253.2,2.521,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T21:00:00Z,42.7042,3.0672,8.9,-2,248.2,3.704,12.4,38,1.5,01111711117
EXIN0003,2025-01-18T21:10:00Z,42.7042,3.0672,8.4,-2,249.8,3.292,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T21:20:00Z,42.7042,3.0672,8.3,-2,248,3.601,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T21:30:00Z,42.7042,3.0672,8.2,-2,251,3.91,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T21:40:00Z,42.7042,3.0672,8.2,-2,243.5,3.961,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T21:50:00Z,42.7042,3.0672,8.2,-2,253.9,4.733,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T22:00:00Z,42.7042,3.0672,8.5,-2,243.8,4.836,12.3,38,1.5,01111711117
EXIN0003,2025-01-18T22:10:00Z,42.7042,3.0672,8.3,-2,217.8,2.469,12.3,37.9,1.5,01111711117
EXIN0003,2025-01-18T22:20:00Z,42.7042,3.0672,8.3,-2,216.8,2.521,12.3,37.9,1.5,01111711117
EXIN0003,2025-01-18T22:30:00Z,42.7042,3.0672,8.4,-2,222.1,2.829,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-18T22:40:00Z,42.7042,3.0672,8.4,-2,220,2.521,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-18T22:50:00Z,42.7042,3.0672,8.5,-2,227.5,2.572,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-18T23:00:00Z,42.7042,3.0672,8.6,-2,237.5,2.572,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-18T23:10:00Z,42.7042,3.0672,8.7,-2,221.2,2.675,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-18T23:20:00Z,42.7042,3.0672,8.4,-2,225,2.675,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-18T23:30:00Z,42.7042,3.0672,8.1,-2,237.5,2.932,12.1,37.9,1.5,01111711117
EXIN0003,2025-01-18T23:40:00Z,42.7042,3.0672,8.1,-2,236.8,3.087,11.8,37.8,1.5,01111711117
EXIN0003,2025-01-18T23:50:00Z,42.7042,3.0672,8,-2,232.1,2.778,11.7,37.8,1.5,01111711117
EXIN0003,2025-01-19T00:00:00Z,42.7042,3.0672,8,-2,231.6,3.601,11.7,37.8,1.5,01111711117
EXIN0003,2025-01-19T00:10:00Z,42.7042,3.0672,8,-2,241.9,3.704,11.8,37.9,1.5,01111711117
EXIN0003,2025-01-19T00:20:00Z,42.7042,3.0672,8.3,-2,235.1,3.447,11.8,37.8,1.5,01111711117
EXIN0003,2025-01-19T00:30:00Z,42.7042,3.0672,8.5,-2,223,3.395,11.9,37.8,1.5,01111711117
EXIN0003,2025-01-19T00:40:00Z,42.7042,3.0672,8.4,-2,217.6,2.881,12,37.9,1.5,01111711117
EXIN0003,2025-01-19T00:50:00Z,42.7042,3.0672,8.3,-2,208.7,2.727,12,37.9,1.5,01111711117
EXIN0003,2025-01-19T01:00:00Z,42.7042,3.0672,8,-2,206.4,3.087,12,37.9,1.5,01111711117
EXIN0003,2025-01-19T01:10:00Z,42.7042,3.0672,7.8,-2,207.9,3.344,12,37.9,1.5,01111711117
EXIN0003,2025-01-19T01:20:00Z,42.7042,3.0672,7.8,-2,216.9,3.292,12,37.9,1.5,01111711117
EXIN0003,2025-01-19T01:30:00Z,42.7042,3.0672,7.9,-2,209.6,2.984,12,37.9,1.5,01111711117
EXIN0003,2025-01-19T01:40:00Z,42.7042,3.0672,8,-2,209.6,2.624,12,37.9,1.5,01111711117
EXIN0003,2025-01-19T01:50:00Z,42.7042,3.0672,8,-2,212.7,2.315,12,37.9,1.5,01111711117
EXIN0003,2025-01-19T02:00:00Z,42.7042,3.0672,8.3,-2,235.2,2.727,12,37.9,1.5,01111711117
EXIN0003,2025-01-19T02:10:00Z,42.7042,3.0672,8.3,-2,238.8,2.212,12,37.9,1.5,01111711117
EXIN0003,2025-01-19T02:20:00Z,42.7042,3.0672,8.4,-2,236.9,2.212,12,37.9,1.5,01111711117
EXIN0003,2025-01-19T02:30:00Z,42.7042,3.0672,8.4,-2,247.9,2.109,12,37.9,1.5,01111711117
EXIN0003,2025-01-19T02:40:00Z,42.7042,3.0672,8.4,-2,243.7,1.749,12,37.9,1.5,01111711117
EXIN0003,2025-01-19T02:50:00Z,42.7042,3.0672,8.4,-2,178.2,1.595,12,37.9,1.5,01111711117
EXIN0003,2025-01-19T03:00:00Z,42.7042,3.0672,8.5,-2,187.8,1.646,12,37.9,1.5,01111711117
EXIN0003,2025-01-19T03:10:00Z,42.7042,3.0672,8.7,-2,175.1,1.852,12,37.9,1.5,01111711117
EXIN0003,2025-01-19T03:20:00Z,42.7042,3.0672,8.9,-2,179.4,2.212,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-19T03:30:00Z,42.7042,3.0672,8.4,-2,213.7,3.704,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-19T03:40:00Z,42.7042,3.0672,8,-2,207.9,3.858,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-19T03:50:00Z,42.7042,3.0672,8,-2,214.3,3.55,11.9,37.9,1.5,01111711117
EXIN0003,2025-01-19T04:00:00Z,42.7042,3.0672,8,-2,215.7,3.447,11.8,37.9,1.5,01111711117
EXIN0003,2025-01-19T04:10:00Z,42.7042,3.0672,8,-2,225.4,3.447,11.8,37.8,1.5,01111711117
EXIN0003,2025-01-19T04:20:00Z,42.7042,3.0672,7.9,-2,227,3.035,11.8,37.8,1.5,01111711117
EXIN0003,2025-01-19T04:30:00Z,42.7042,3.0672,7.7,-2,234.2,3.035,11.8,37.7,1.5,01111711117
EXIN0003,2025-01-19T04:40:00Z,42.7042,3.0672,7.6,-2,239.2,2.932,11.6,37.6,1.5,01111711117
EXIN0003,2025-01-19T04:50:00Z,42.7042,3.0672,7.5,-2,245.4,3.035,11.2,37.1,1.5,01111711117
EXIN0003,2025-01-19T05:00:00Z,42.7042,3.0672,7.6,-2,237.8,2.829,11.5,37.6,1.5,01111711117
EXIN0003,2025-01-19T05:10:00Z,42.7042,3.0672,8,-2,240.6,2.624,11.6,37.8,1.5,01111711117
EXIN0003,2025-01-19T05:20:00Z,42.7042,3.0672,8.2,-2,240.7,3.344,11.4,37.7,1.5,01111711117
EXIN0003,2025-01-19T05:30:00Z,42.7042,3.0672,8.4,-2,246.8,2.932,11.3,37.7,1.5,01111711117
EXIN0003,2025-01-19T05:40:00Z,42.7042,3.0672,8.5,-2,249.7,2.006,11.3,37.5,1.5,01111711117
EXIN0003,2025-01-19T05:50:00Z,42.7042,3.0672,8.6,-2,214.5,1.646,11.3,37.4,1.5,01111711117
EXIN0003,2025-01-19T06:00:00Z,42.7042,3.0672,8.8,-2,269.5,0.977,11.2,37.6,1.5,01111711117
EXIN0003,2025-01-19T06:10:00Z,42.7042,3.0672,8.9,-2,273.7,1.08,11.3,37.5,1.5,01111711117
EXIN0003,2025-01-19T06:20:00Z,42.7042,3.0672,9,-2,249.8,1.389,11.6,37.8,1.5,01111711117
EXIN0003,2025-01-19T06:30:00Z,42.7042,3.0672,8.8,-2,266.2,1.595,11.4,37.8,1.5,01111711117
EXIN0003,2025-01-19T06:40:00Z,42.7042,3.0672,8.3,-2,274.7,2.366,11.8,37.9,1.5,01111711117
EXIN0003,2025-01-19T06:50:00Z,42.7042,3.0672,8,-2,294.6,2.521,11.5,37.7,1.5,01111711117
EXIN0003,2025-01-19T07:00:00Z,42.7042,3.0672,7.7,-2,300.1,2.109,11.5,37.5,1.5,01111711117
EXIN0003,2025-01-19T07:10:00Z,42.7042,3.0672,7.7,-2,303.6,2.109,11.3,37.5,1.5,01111711117
EXIN0003,2025-01-19T07:20:00Z,42.7042,3.0672,7.7,-2,310.6,1.44,11.5,37.6,1.5,01111711117
EXIN0003,2025-01-19T07:30:00Z,42.7042,3.0672,7.5,-2,338.1,3.241,11,37.4,1.5,01111711117
EXIN0003,2025-01-19T07:40:00Z,42.7042,3.0672,7.8,-2,341.1,2.984,11.4,37.7,1.5,01111711117
EXIN0003,2025-01-19T07:50:00Z,42.7042,3.0672,8.4,-2,357,2.624,11.2,37.5,1.5,01111711117
EXIN0003,2025-01-19T08:00:00Z,42.7042,3.0672,8.6,-2,352.1,3.55,10.9,37.4,1.5,01111711117
EXIN0003,2025-01-19T08:10:00Z,42.7042,3.0672,8.5,-2,350,4.167,10.8,37.4,1.5,01111711117
EXIN0003,2025-01-19T08:20:00Z,42.7042,3.0672,8.5,-2,355.3,3.601,11.1,37.5,1.5,01111711117
EXIN0003,2025-01-19T08:30:00Z,42.7042,3.0672,8.5,-2,351.6,3.087,11.3,37.5,1.5,01111711117
EXIN0003,2025-01-19T08:40:00Z,42.7042,3.0672,8.6,-2,353.8,2.521,11.3,37.6,1.5,01111711117
EXIN0003,2025-01-19T08:50:00Z,42.7042,3.0672,8.7,-2,315.2,1.44,11.3,37.5,1.5,01111711117
EXIN0003,2025-01-19T09:00:00Z,42.7042,3.0672,8,-2,263.5,3.395,11.5,37.6,1.5,01111711117
EXIN0003,2025-01-19T09:10:00Z,42.7042,3.0672,7.9,-2,294.1,3.498,11.5,37.7,1.5,01111711117
EXIN0003,2025-01-19T09:20:00Z,42.7042,3.0672,8,-2,290.4,3.447,11.5,37.7,1.5,01111711117
EXIN0003,2025-01-19T09:30:00Z,42.7042,3.0672,8.1,-2,287,2.418,11.5,37.7,1.5,01111711117
EXIN0003,2025-01-19T09:40:00Z,42.7042,3.0672,8.3,-2,293.3,1.955,11.5,37.7,1.5,01111711117
EXIN0003,2025-01-19T09:50:00Z,42.7042,3.0672,8.5,-2,46.2,1.389,11.3,37.6,1.5,01111711117
EXIN0003,2025-01-19T10:00:00Z,42.7042,3.0672,8.9,-2,37.3,2.727,11.4,37.6,1.5,01111711117
EXIN0003,2025-01-19T10:10:00Z,42.7042,3.0672,9.5,-2,33.3,3.755,11.3,37.6,1.5,01111711117
EXIN0003,2025-01-19T10:20:00Z,42.7042,3.0672,9.4,-2,23.4,4.836,11.3,37.6,1.5,01111711117
EXIN0003,2025-01-19T10:30:00Z,42.7042,3.0672,9.8,-2,16.7,5.505,11.5,37.6,1.5,01111711117
EXIN0003,2025-01-19T10:40:00Z,42.7042,3.0672,10,-2,12.2,4.836,11.5,37.7,1.5,01111711117
EXIN0003,2025-01-19T10:50:00Z,42.7042,3.0672,10.1,-2,8.2,4.579,11.6,37.7,1.5,01111711117
EXIN0003,2025-01-19T11:00:00Z,42.7042,3.0672,10.4,-2,13.2,4.116,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-19T11:10:00Z,42.7042,3.0672,10.6,-2,6.6,3.241,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-19T11:20:00Z,42.7042,3.0672,10.9,-2,3.1,2.727,11.7,37.7,1.5,01111711117
EXIN0003,2025-01-19T11:30:00Z,42.7042,3.0672,10.9,-2,5.8,3.035,11.8,37.7,1.5,01111711117
EXIN0003,2025-01-19T11:40:00Z,42.7042,3.0672,10.9,-2,41.5,2.418,11.8,37.7,1.5,01111711117
EXIN0003,2025-01-19T11:50:00Z,42.7042,3.0672,11.1,-2,16.9,1.852,11.9,37.7,1.5,01111711117
EXIN0003,2025-01-19T12:00:00Z,42.7042,3.0672,12,-2,356,1.44,11.9,37.7,1.5,01111711117
EXIN0003,2025-01-19T12:10:00Z,42.7042,3.0672,11.7,-2,36.7,1.852,12,37.7,1.5,01111711117
EXIN0003,2025-01-19T12:20:00Z,42.7042,3.0672,11.3,-2,12.3,2.366,12,37.8,1.5,01111711117
EXIN0003,2025-01-19T12:30:00Z,42.7042,3.0672,11.1,-2,357.7,2.161,12.1,37.8,1.5,01111711117
EXIN0003,2025-01-19T12:40:00Z,42.7042,3.0672,10.4,-2,23.3,2.469,12.1,37.8,1.5,01111711117
EXIN0003,2025-01-19T12:50:00Z,42.7042,3.0672,10.5,-2,32.5,2.829,12.1,37.8,1.5,01111711117
EXIN0003,2025-01-19T13:00:00Z,42.7042,3.0672,10.1,-2,33.8,2.881,12.2,37.8,1.5,01111711117
EXIN0003,2025-01-19T13:10:00Z,42.7042,3.0672,10,-2,39.8,3.653,12.2,37.8,1.5,01111711117
EXIN0003,2025-01-19T13:20:00Z,42.7042,3.0672,9.9,-2,44.8,3.601,12.2,37.8,1.5,01111711117
EXIN0003,2025-01-19T13:30:00Z,42.7042,3.0672,10,-2,47.5,3.035,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-19T13:40:00Z,42.7042,3.0672,10.2,-2,32.8,3.035,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-19T13:50:00Z,42.7042,3.0672,10.3,-2,43.7,2.727,12.2,37.9,1.5,01111711117
EXIN0003,2025-01-19T14:00:00Z,42.7042,3.0672,10.5,-2,39.2,2.315,12.2,37.9,1.5,01111711117
