PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),AMON LEVEL1 (millimole/m3),BATTERY LEVEL1 (volt),CNDC LEVEL1 (S/m),DEPH LEVEL1 (meter),DOX1 LEVEL1 (ml/l),END_CYCLE_FLOW LEVEL1 (l/minute),FLU3 LEVEL1 (FFU),MASS_DOXY LEVEL1 (milligram/m3),NTRA LEVEL1 (millimole/m3),NTRI LEVEL1 (millimole/m3),OSAT LEVEL1 (%),PHOS LEVEL1 (millimole/m3),PHPH LEVEL1 (none),TUR4 LEVEL1 (ntu),QC
6200443,0x3f,2025-02-02T18:00:02Z,50.7405,1.5677,,,,,,1.4,,,,,,0.01,,0.68,,,001119999979999919199
6200443,0x3f,2025-02-02T18:20:00Z,50.7405,1.5677,7.285,32.251,,,3.303,0.659,6.6,0.28,1.922,11451,,,95.306,,0,21.083,001111199111011991941
6200443,0x3f,2025-02-02T18:40:00Z,50.7405,1.5677,7.213,32.075,,,3.28,0.659,0,0.287,1.837,0,,,95.318,,0,21.772,001111199114014991941
6200443,0x3f,2025-02-02T19:00:00Z,50.7405,1.5677,7.229,32.001,,,3.274,0.665,6.59,0.294,1.842,11426,,,95.058,,0,20.877,001111199111011991941
6200443,0x3f,2025-02-02T19:20:00Z,50.7405,1.5677,7.272,32.185,,,3.294,0.667,6.56,0.283,1.715,11389,,,94.935,,0,21.51,001111199111011991941
6200443,0x3f,2025-02-02T19:40:00Z,50.7405,1.5677,7.265,31.93,,,3.27,0.667,6.56,0.282,1.64,11376,,,0,,0,21.986,001111199111011994941
6200443,0x3f,2025-02-02T20:00:02Z,50.7405,1.5677,7.207,31.767,,,3.251,0.672,6.56,0.279,1.998,11352,,,94.354,,0,21.415,001111199111011991941
6200443,0x3f,2025-02-02T20:20:00Z,50.7405,1.5677,7.197,31.835,,,3.256,0.675,6.57,0.283,1.833,11376,,,94.44,,0,21.458,001111199111011991941
6200443,0x3f,2025-02-02T20:40:00Z,50.7405,1.5677,7.099,31.449,,,3.213,0.672,6.57,0.284,1.857,11352,,,93.958,,0,20.817,001111199111011991941
6200443,0x3f,2025-02-02T21:00:00Z,50.7405,1.5677,7.027,31.443,,,3.205,0.674,6.58,0.28,1.686,11376,,,94.143,,0,21.345,001111199111011991941
6200443,0x3f,2025-02-02T21:20:00Z,50.7405,1.5677,7.124,31.939,,,3.257,0.673,6.57,0.291,2.11,11389,,,94.143,,0,21.343,001111199111011991941
6200443,0x3f,2025-02-02T21:40:00Z,50.7405,1.5677,7.274,32.334,,,3.309,0.678,6.56,0.277,2.726,11389,,,94.564,,0,25.888,001111199111011991941
6200443,0x3f,2025-02-02T22:00:00Z,50.7405,1.5677,7.336,32.493,,,3.329,0.682,6.54,0.297,2.202,11364,,,94.366,,0,28.258,001111199111011991941
6200443,0x3f,2025-02-02T22:20:00Z,50.7405,1.5677,7.374,32.588,,,3.341,0.679,0,0.289,2.222,0,,,94.366,,0,27.767,001111199114014991941
6200443,0x3f,2025-02-02T22:40:00Z,50.7405,1.5677,7.431,32.692,,,3.355,0.678,6.51,0.29,2.114,11327,,,94.242,,0,27.967,001111199111011991941
6200443,0x3f,2025-02-02T23:00:01Z,50.7405,1.5677,7.416,32.696,,,3.355,0.68,6.51,0.294,2.022,11327,,,94.527,,0,28.673,001111199111011991941
6200443,0x3f,2025-02-02T23:20:00Z,50.7405,1.5677,7.427,32.737,,,3.359,0.681,6.53,0.288,2.065,11364,,,94.935,,0,29.38,001111199111011991941
6200443,0x3f,2025-02-02T23:40:00Z,50.7405,1.5677,7.435,32.765,,,3.362,0.683,6.55,0.283,2.194,11401,,,94.947,,0,34.946,001111199111011991941
6200443,0x3f,2025-02-03T00:00:00Z,50.7405,1.5677,7.441,32.751,,,3.362,0.674,6.54,0.271,2.563,11389,,,94.947,,0,32.214,001111199111011991941
6200443,0x3f,2025-02-03T00:00:01Z,50.7405,1.5677,,,23.42,23.861,,1.4,,,,,,0.01,,0.55,,,001119940979999919199
6200443,0x3f,2025-02-03T00:20:00Z,50.7405,1.5677,7.407,32.727,,,3.357,0.674,6.54,0.272,2.604,11389,,,94.984,,0,31.166,001111199111011991941
6200443,0x3f,2025-02-03T00:40:00Z,50.7405,1.5677,7.343,32.653,,,3.344,0.674,6.55,0.288,1.727,11401,,,94.935,,0,27.054,001111199111011991941
6200443,0x3f,2025-02-03T01:00:00Z,50.7405,1.5677,7.254,32.472,,,3.32,0.668,6.56,0.29,1.882,11414,,,94.91,,0,23.847,001111199111011991941
6200443,0x3f,2025-02-03T01:20:00Z,50.7405,1.5677,7.266,32.42,,,3.316,0.665,6.57,0.292,1.727,11426,,,94.922,,0,23.836,001111199111011991941
6200443,0x3f,2025-02-03T01:40:00Z,50.7405,1.5677,7.271,32.47,,,3.321,0.671,6.57,0.291,1.727,11414,,,95.133,,0,24.771,001111199111011991941
6200443,0x3f,2025-02-03T02:00:00Z,50.7405,1.5677,7.262,32.49,,,3.322,0.677,6.58,0.282,1.711,11438,,,94.848,,0,23.391,001111199111011991941
6200443,0x3f,2025-02-03T02:20:00Z,50.7405,1.5677,7.235,32.479,,,3.319,0.665,6.57,0.295,1.77,11426,,,94.972,,0,22.774,001111199111011991941
6200443,0x3f,2025-02-03T02:40:00Z,50.7405,1.5677,7.226,32.486,,,3.319,0.665,6.57,0.304,1.776,11426,,,94.836,,0,22.294,001111199111011991941
6200443,0x3f,2025-02-03T03:00:00Z,50.7405,1.5677,7.196,32.411,,,3.309,0.672,0,0.276,1.613,0,,,94.774,,0,22.246,001111199114014991941
6200443,0x3f,2025-02-03T03:20:00Z,50.7405,1.5677,7.157,32.413,,,3.306,0.672,6.57,0.272,1.799,11426,,,95.034,,0,22.197,001111199111011991941
6200443,0x3f,2025-02-03T03:40:00Z,50.7405,1.5677,7.16,32.342,,,3.3,0.665,0,0.285,1.51,0,,,95.083,,0,22.799,001111199114014991941
6200443,0x3f,2025-02-03T04:00:00Z,50.7405,1.5677,7.15,32.332,,,3.297,0.676,0,0.281,1.745,0,,,0,,0,22.473,001111199114014994941
6200443,0x3f,2025-02-03T04:20:00Z,50.7405,1.5677,7.14,32.305,,,3.294,0.674,6.6,0.291,1.687,11475,,,95.058,,0,22.391,001111199111011991941
6200443,0x3f,2025-02-03T04:40:00Z,50.7405,1.5677,7.13,32.314,,,3.295,0.67,6.61,0.282,1.719,11488,,,95.207,,0,22.95,001111199111011991941
6200443,0x3f,2025-02-03T05:00:00Z,50.7405,1.5677,7.127,32.336,,,3.295,0.682,6.6,0.28,1.521,11463,,,95.058,,0,21.642,001111199111011991941
6200443,0x3f,2025-02-03T05:20:00Z,50.7405,1.5677,7.12,32.324,,,3.294,0.684,6.61,0.289,1.561,11488,,,95.034,,0,22.079,001111199111011991941
6200443,0x3f,2025-02-03T05:40:00Z,50.7405,1.5677,7.14,32.344,,,3.298,0.671,6.59,0.292,1.61,11451,,,94.762,,0,22.644,001111199111011991941
6200443,0x3f,2025-02-03T06:00:00Z,50.7405,1.5677,,,,,,1.4,,,,,,,,0.59,,,001119999979999999199
6200443,0x3f,2025-02-03T06:00:01Z,50.7405,1.5677,7.119,32.317,,,3.294,0.674,6.57,0.261,1.46,11414,,,94.564,,0,22.496,001111199111011991941
6200443,0x3f,2025-02-03T06:20:00Z,50.7405,1.5677,7.154,32.388,,,3.304,0.673,6.59,0.273,1.553,11451,,,94.861,,0,22.479,001111199111011991941
6200443,0x3f,2025-02-03T06:40:00Z,50.7405,1.5677,7.245,32.451,,,3.318,0.687,0,0.277,1.529,0,,,94.7,,0,23.125,001111199114014991941
6200443,0x3f,2025-02-03T07:00:00Z,50.7405,1.5677,7.258,32.467,,,3.32,0.682,6.56,0.293,1.803,11401,,,94.564,,0,23.865,001111199111011991941
6200443,0x3f,2025-02-03T07:20:01Z,50.7405,1.5677,7.13,32.179,,,3.281,0.672,6.57,0.285,1.633,11401,,,94.65,,0,22.875,001111199111011991941
6200443,0x3f,2025-02-03T07:40:01Z,50.7405,1.5677,7.151,32.163,,,3.283,0.67,0,0.298,1.377,0,,,94.316,,0,23.102,001111199114014991941
6200443,0x3f,2025-02-03T08:00:01Z,50.7405,1.5677,7.188,32.158,,24.619,3.288,1.4,6.53,0.289,2.106,11339,,,94.156,,0,23.638,001111190171011991941
6200443,0x3f,2025-02-03T08:20:00Z,50.7405,1.5677,7.123,31.9,,,3.256,0.685,6.55,0.284,1.424,11352,,,94.18,,0,23.405,001111199111011991941
6200443,0x3f,2025-02-03T09:20:00Z,50.7405,1.5677,7.008,31.664,,,3.224,0.674,6.61,0,1.512,11451,,,94.354,,0,26.893,001111199111011991941
6200443,0x3f,2025-02-03T09:40:01Z,50.7405,1.5677,7.15,32.218,,,3.288,0.677,6.6,0.277,2.386,11463,,,94.613,,0,24.342,001111199111011991941
6200443,0x3f,2025-02-03T10:00:00Z,50.7405,1.5677,7.237,32.477,,,3.318,0.675,6.59,0.279,2.184,11451,,,94.638,,0,29.318,001111199111011991941
6200443,0x3f,2025-02-03T10:20:00Z,50.7405,1.5677,7.28,32.575,,,3.333,0.677,6.56,0.279,2.055,11414,,,94.725,,0,30.881,001111199111011991941
6200443,0x3f,2025-02-03T10:40:00Z,50.7405,1.5677,7.343,32.644,,,3.344,0.687,6.57,0.28,2.338,11426,,,94.91,,0,33.199,001111199111011991941
6200443,0x3f,2025-02-03T11:00:01Z,50.7405,1.5677,7.376,32.665,,,3.349,0.681,6.55,0.284,1.894,11401,,,94.972,,0,27.942,001111199111011991941
6200443,0x3f,2025-02-03T11:20:00Z,50.7405,1.5677,7.364,32.68,,,3.349,0.683,6.54,0.294,1.776,11376,,,94.786,,0,27.256,001111199111011991941
6200443,0x3f,2025-02-03T11:40:00Z,50.7405,1.5677,7.391,32.693,,,3.353,0.674,6.55,0.282,1.814,11401,,,94.984,,0,27.202,001111199111011991941
6200443,0x3f,2025-02-03T12:00:00Z,50.7405,1.5677,7.387,32.708,,,3.353,0.674,6.54,0.271,1.617,11376,,,94.861,,0,27.052,001111199111011991941
6200443,0x3f,2025-02-03T12:20:00Z,50.7405,1.5677,7.398,32.719,,,3.355,0.67,6.55,0.282,2.423,11401,,,94.997,,0,27.179,001111199111011991941
6200443,0x3f,2025-02-03T12:40:00Z,50.7405,1.5677,7.389,32.685,,,3.351,0.672,6.55,0.273,2.079,11401,,,95.009,,0,28.087,001111199111011991941
6200443,0x3f,2025-02-03T13:00:00Z,50.7405,1.5677,7.369,32.604,,,3.342,0.676,0,0.285,1.714,0,,,95.207,,0,25.214,001111199114014991941
6200443,0x3f,2025-02-03T13:20:00Z,50.7405,1.5677,7.358,32.58,,,3.339,0.665,6.6,0.279,1.607,11488,,,95.108,,0,25.032,001111199111011991941
6200443,0x3f,2025-02-03T13:40:00Z,50.7405,1.5677,7.351,32.569,,,3.337,0.672,0,0.294,1.905,0,,,0,,0,26.598,001111199114014994941
6200443,0x3f,2025-02-03T14:00:00Z,50.7405,1.5677,7.338,32.486,,,3.328,0.661,6.59,0.269,1.82,11451,,,95.368,,0,24.375,001111199111011991941
6200443,0x3f,2025-02-03T14:20:00Z,50.7405,1.5677,7.331,32.48,,,3.328,0.67,0,0.283,2.04,0,,,0,,0,24.566,001111199114014994941
6200443,0x3f,2025-02-03T14:40:00Z,50.7405,1.5677,7.32,32.459,,,3.325,0.667,6.59,0.286,1.78,11451,,,95.875,,0,24.884,001111199111011991941
6200443,0x3f,2025-02-03T15:00:00Z,50.7405,1.5677,7.333,32.507,,,3.331,0.663,6.59,0.282,2.071,11451,,,95.194,,0,24.053,001111199111011991941
6200443,0x3f,2025-02-03T15:20:00Z,50.7405,1.5677,7.346,32.396,,,3.321,0.657,6.6,0.278,2.286,11463,,,95.875,,0,24.579,001111199111011991941
6200443,0x3f,2025-02-03T15:40:00Z,50.7405,1.5677,7.348,32.319,,,3.314,0.678,6.6,0.285,1.857,11463,,,95.565,,0,23.684,001111199111011991941
6200443,0x3f,2025-02-03T16:00:00Z,50.7405,1.5677,7.351,32.342,,,3.317,0.67,6.61,0.281,1.813,11488,,,95.467,,0,22.952,001111199111011991941
6200443,0x3f,2025-02-03T16:00:01Z,50.7405,1.5677,,,,24.424,,1.4,,,,,,,,,,,001119990979999999999
6200443,0x3f,2025-02-03T16:20:00Z,50.7405,1.5677,7.354,32.383,,,3.321,0.66,6.61,0.3,2.686,11488,,,95.392,,0,23.37,001111199111011991941
6200443,0x3f,2025-02-03T16:40:00Z,50.7405,1.5677,7.348,32.369,,,3.319,0.657,6.6,0.278,2.413,11463,,,95.368,,0,22.558,001111199111011991941
6200443,0x3f,2025-02-03T17:00:00Z,50.7405,1.5677,7.33,32.342,,,3.314,0.663,6.6,0.291,2.549,11463,,,95.442,,0,22.081,001111199111011991941
6200443,0x3f,2025-02-03T17:20:00Z,50.7405,1.5677,7.326,32.343,,,3.314,0.658,6.59,0.281,2.255,11451,,,95.269,,0,22.133,001111199111011991941
6200443,0x3f,2025-02-03T17:40:00Z,50.7405,1.5677,7.325,32.351,,,3.315,0.67,6.58,0.264,1.634,11438,,,95.207,,0,21.834,001111199111011991941
6200443,0x3f,2025-02-03T18:00:00Z,50.7405,1.5677,7.338,32.367,,,3.317,0.666,0,0.249,1.592,0,,,95.145,,0,22.044,001111199114014991941
6200443,0x3f,2025-02-03T18:20:00Z,50.7405,1.5677,7.338,32.391,,,3.32,0.675,6.58,0.24,1.828,11438,,,95.232,,0,22.45,001111199111011991941
6200443,0x3f,2025-02-03T18:40:00Z,50.7405,1.5677,7.344,32.414,,,3.322,0.672,0,0.275,1.495,0,,,95.12,,0,21.539,001111199114014991941
6200443,0x3f,2025-02-03T19:00:01Z,50.7405,1.5677,7.359,32.458,,,3.328,0.666,6.57,0.248,1.992,11426,,,95.17,,0,21.516,001111199111011991941
6200443,0x3f,2025-02-03T19:20:00Z,50.7405,1.5677,7.361,32.452,,,3.328,0.67,0,0.247,1.264,0,,,95.021,,0,22.562,001111199114014991941
6200443,0x3f,2025-02-03T19:40:00Z,50.7405,1.5677,7.233,31.8,,,3.255,0.672,0,0.266,1.393,0,,,0,,0,21.502,001111199114014994941
6200443,0x3f,2025-02-03T20:00:00Z,50.7405,1.5677,7.266,32.019,,,3.28,0.676,0,0.262,1.425,0,,,0,,0,21.665,001111199114014994941
6200443,0x3f,2025-02-03T20:20:00Z,50.7405,1.5677,7.289,32.196,,,3.298,0.672,6.58,0.276,1.382,11426,,,94.997,,0,21.446,001111199111011991941
6200443,0x3f,2025-02-03T20:40:00Z,50.7405,1.5677,7.284,32.281,,,3.304,0.667,0,0.258,1.3,0,,,0,,0,21.57,001111199114014994941
6200443,0x3f,2025-02-03T21:00:00Z,50.7405,1.5677,7.256,32.329,,,3.308,0.665,0,0.236,1.563,0,,,0,,0,21.467,001111199114014994941
6200443,0x3f,2025-02-03T21:20:00Z,50.7405,1.5677,7.251,32.293,,,3.303,0.67,0,0.262,1.426,0,,,0,,0,21.537,001111199114014994941
6200443,0x3f,2025-02-03T21:40:00Z,50.7405,1.5677,7.289,32.336,,,3.312,0.664,6.53,0.254,2.707,11339,,,94.304,,0,21.63,001111199111011991941
6200443,0x3f,2025-02-03T22:00:00Z,50.7405,1.5677,7.275,32.286,,,3.305,0.672,6.55,0.253,2.116,11376,,,94.613,,0,25.272,001111199111011991941
6200443,0x3f,2025-02-03T22:20:00Z,50.7405,1.5677,7.343,32.449,,,3.325,0.668,6.57,0.261,1.921,11426,,,95.021,,0,27.969,001111199111011991941
6200443,0x3f,2025-02-03T22:40:00Z,50.7405,1.5677,7.367,32.534,,,3.336,0.665,6.57,0.269,2.765,11426,,,94.96,,0,26.717,001111199111011991941
6200443,0x3f,2025-02-03T23:00:00Z,50.7405,1.5677,7.41,32.585,,,3.345,0.666,6.57,0.273,1.969,11426,,,94.947,,0,25.437,001111199111011991941
6200443,0x3f,2025-02-03T23:20:00Z,50.7405,1.5677,7.439,32.663,,,3.353,0.659,6.57,0.276,1.763,11426,,,95.046,,0,26.816,001111199111011991941
6200443,0x3f,2025-02-03T23:40:00Z,50.7405,1.5677,7.436,32.673,,,3.354,0.669,6.55,0.26,2.419,11389,,,94.91,,0,28.264,001111199111011991941
6200443,0x3f,2025-02-04T00:00:00Z,50.7405,1.5677,7.475,32.71,,,3.361,0.67,6.55,0.252,2.272,11401,,,94.972,,0,26.804,001111199111011991941
6200443,0x3f,2025-02-04T00:00:01Z,50.7405,1.5677,,,,24.354,,1.4,,,,,,,,,,,001119990979999999999
6200443,0x3f,2025-02-04T00:20:00Z,50.7405,1.5677,7.476,32.713,,,3.361,0.665,6.57,0.262,1.713,11426,,,95.318,,0,27.695,001111199111011991941
6200443,0x3f,2025-02-04T00:40:00Z,50.7405,1.5677,7.477,32.708,,,3.362,0.655,6.55,0.24,1.635,11401,,,95.17,,0,30.028,001111199111011991941
6200443,0x3f,2025-02-04T01:00:00Z,50.7405,1.5677,7.475,32.707,,,3.361,0.67,6.56,0.256,1.965,11414,,,95.306,,0,28.8,001111199111011991941
6200443,0x3f,2025-02-04T01:20:00Z,50.7405,1.5677,7.423,32.645,,,3.351,0.655,6.56,0.266,1.564,11414,,,95.182,,0,28.59,001111199111011991941
6200443,0x3f,2025-02-04T01:40:00Z,50.7405,1.5677,7.391,32.607,,,3.345,0.652,6.55,0.255,2.363,11389,,,95.145,,0,27.895,001111199111011991941
6200443,0x3f,2025-02-04T02:00:00Z,50.7405,1.5677,7.389,32.626,,,3.346,0.658,6.57,0.253,1.969,11438,,,95.331,,0,26.043,001111199111011991941
6200443,0x3f,2025-02-04T02:20:00Z,50.7405,1.5677,7.39,32.621,,,3.346,0.653,6.52,0.263,1.897,11339,,,94.551,,0,25.131,001111199111011991941
6200443,0x3f,2025-02-04T02:40:00Z,50.7405,1.5677,7.375,32.608,,,3.343,0.655,6.57,0.294,1.573,11426,,,95.108,,0,24.54,001111199111011991941
6200443,0x3f,2025-02-04T03:00:00Z,50.7405,1.5677,7.374,32.605,,,3.341,0.665,6.53,0.25,2.085,11364,,,94.861,,0,24.521,001111199111011991941
6200443,0x3f,2025-02-04T03:20:00Z,50.7405,1.5677,7.37,32.597,,,3.341,0.644,6.57,0.262,1.707,11426,,,95.331,,0,23.661,001111199111011991941
6200443,0x3f,2025-02-04T03:40:00Z,50.7405,1.5677,7.374,32.526,,,3.335,0.659,0,0.254,2.089,0,,,0,,0,22.869,001111199114014994941
6200443,0x3f,2025-02-04T04:00:01Z,50.7405,1.5677,7.374,32.469,,,3.33,0.644,6.57,0.286,1.84,11414,,,95.244,,0,22.906,001111199111011991941
6200443,0x3f,2025-02-04T04:20:00Z,50.7405,1.5677,7.372,32.439,,,3.327,0.663,0,0.251,2.275,0,,,0,,0,22.809,001111199114014994941
6200443,0x3f,2025-02-04T04:40:00Z,50.7405,1.5677,7.369,32.438,,,3.327,0.665,6.58,0.256,1.991,11438,,,95.355,,0,22.679,001111199111011991941
6200443,0x3f,2025-02-04T05:00:00Z,50.7405,1.5677,7.37,32.359,,,3.32,0.648,6.6,0.255,2.906,11463,,,95.467,,0,22.252,001111199111011991941
6200443,0x3f,2025-02-04T05:20:00Z,50.7405,1.5677,7.365,32.329,,,3.317,0.647,0,0.26,2.632,0,,,0,,0,22.45,001111199114014994941
6200443,0x3f,2025-02-04T05:40:00Z,50.7405,1.5677,7.355,32.331,,,3.314,0.662,0,0.26,1.649,0,,,0,,0,21.883,001111199114014994941
6200443,0x3f,2025-02-04T06:00:00Z,50.7405,1.5677,7.351,32.343,,,3.316,0.668,0,0.248,1.457,0,,,0,,0,21.741,001111199114014994941
6200443,0x3f,2025-02-04T06:20:00Z,50.7405,1.5677,7.355,32.381,,,3.321,0.654,6.6,0.253,1.505,11463,,,95.368,,0,21.768,001111199111011991941
6200443,0x3f,2025-02-04T06:40:00Z,50.7405,1.5677,7.356,32.417,,,3.324,0.655,6.59,0.251,1.556,11451,,,95.405,,0,21.898,001111199111011991941
6200443,0x3f,2025-02-04T07:00:00Z,50.7405,1.5677,7.367,32.45,,,3.327,0.649,6.58,0.241,2.792,11438,,,95.331,,0,22.044,001111199111011991941
6200443,0x3f,2025-02-04T07:20:00Z,50.7405,1.5677,7.354,32.476,,,3.329,0.652,0,0.242,1.623,0,,,95.281,,0,22.681,001111199114014991941
6200443,0x3f,2025-02-04T07:40:00Z,50.7405,1.5677,7.323,32.514,,,3.33,0.653,0,0.245,1.996,0,,,94.91,,0,22.393,001111199114014991941
6200443,0x3f,2025-02-04T08:00:01Z,50.7405,1.5677,7.277,32.551,,24.346,3.33,0.669,6.56,0.265,2.046,11414,,,94.762,,0,22.964,001111190111011991941
6200443,0x3f,2025-02-04T08:20:00Z,50.7405,1.5677,7.255,32.568,,,3.33,0.654,6.58,0.238,1.361,11451,,,94.997,,0,23.251,001111199111011991941
6200443,0x3f,2025-02-04T08:40:00Z,50.7405,1.5677,7.253,32.572,,,3.33,0.675,6.59,0.266,1.36,11463,,,95.269,,0,23.948,001111199111011991941
6200443,0x3f,2025-02-04T09:00:00Z,50.7405,1.5677,7.258,32.577,,,3.33,0.673,6.58,0.254,1.373,11451,,,95.108,,0,24.102,001111199111011991941
6200443,0x3f,2025-02-04T09:20:00Z,50.7405,1.5677,7.264,32.586,,,3.332,0.669,6.6,0.252,1.202,11475,,,95.256,,0,24.241,001111199111011991941
6200443,0x3f,2025-02-04T09:40:00Z,50.7405,1.5677,7.267,32.586,,,3.332,0.661,6.57,0.268,1.633,11438,,,94.836,,0,24.564,001111199111011991941
6200443,0x3f,2025-02-04T10:00:00Z,50.7405,1.5677,7.274,32.593,,,3.333,0.669,6.57,0.296,1.302,11426,,,94.799,,0,22.69,001111199111011991941
6200443,0x3f,2025-02-04T10:20:00Z,50.7405,1.5677,7.322,32.427,,,3.322,0.682,6.58,0.276,1.785,11438,,,95.021,,0,27.551,001111199111011991941
6200443,0x3f,2025-02-04T10:40:00Z,50.7405,1.5677,7.38,32.542,,,3.337,0.676,6.59,0.254,1.888,11463,,,95.38,,0,32.669,001111199111011991941
6200443,0x3f,2025-02-04T11:00:00Z,50.7405,1.5677,7.399,32.563,,,3.341,0.663,6.59,0.233,1.779,11463,,,95.417,,0,33.305,001111199111011991941
6200443,0x3f,2025-02-04T11:20:00Z,50.7405,1.5677,7.415,32.586,,,3.345,0.654,6.56,0.246,1.785,11401,,,95.12,,0,28.842,001111199111011991941
6200443,0x3f,2025-02-04T11:40:00Z,50.7405,1.5677,7.436,32.614,,,3.348,0.674,6.58,0.243,1.793,11451,,,95.392,,0,27.755,001111199111011991941
6200443,0x3f,2025-02-04T12:00:01Z,50.7405,1.5677,7.437,32.589,,,3.347,0.672,6.6,0.242,1.872,11475,,,95.664,,0,30.778,001111199111011991941
6200443,0x3f,2025-02-04T12:20:00Z,50.7405,1.5677,7.439,32.591,,,3.348,0.669,6.61,0.252,1.956,11488,,,95.8,,0,30.155,001111199111011991941
6200443,0x3f,2025-02-04T12:40:00Z,50.7405,1.5677,7.458,32.609,,,3.351,0.655,6.62,0.281,1.498,11512,,,95.936,,0,27.507,001111199111011991941
6200443,0x3f,2025-02-04T13:00:00Z,50.7405,1.5677,7.464,32.609,,,3.351,0.648,6.61,0.253,2.569,11500,,,95.986,,0,27.903,001111199111011991941
6200443,0x3f,2025-02-04T13:20:00Z,50.7405,1.5677,7.46,32.603,,,3.35,0.658,6.61,0.257,1.989,11488,,,96.072,,0,30.343,001111199111011991941
6200443,0x3f,2025-02-04T13:40:00Z,50.7405,1.5677,7.445,32.598,,,3.348,0.644,6.64,0.246,2.163,11550,,,96.147,,0,29.308,001111199111011991941
6200443,0x3f,2025-02-04T14:00:00Z,50.7405,1.5677,7.461,32.526,,,3.344,0.652,6.67,0.253,1.757,11599,,,96.493,,0,25.746,001111199111011991941
6200443,0x3f,2025-02-04T14:20:00Z,50.7405,1.5677,7.458,32.399,,,3.331,0.645,6.66,0.247,1.831,11562,,,96.27,,0,26.288,001111199111011991941
6200443,0x3f,2025-02-04T14:40:00Z,50.7405,1.5677,7.454,32.335,,,3.324,0.638,6.66,0.275,1.755,11562,,,96.505,,0,25.309,001111199111011991941
6200443,0x3f,2025-02-04T15:00:00Z,50.7405,1.5677,7.447,32.477,,,3.338,0.655,6.64,0.268,2.38,11537,,,96.419,,0,23.929,001111199111011991941
6200443,0x3f,2025-02-04T15:20:00Z,50.7405,1.5677,7.438,32.525,,,3.341,0.661,6.66,0.264,2.085,11574,,,96.678,,0,23.459,001111199111011991941
6200443,0x3f,2025-02-04T15:40:00Z,50.7405,1.5677,7.419,32.465,,,3.334,0.645,6.65,0.251,1.976,11550,,,96.468,,0,23.906,001111199111011991941
6200443,0x3f,2025-02-04T16:00:00Z,50.7405,1.5677,7.39,32.331,,,3.319,0.635,6.66,0.27,2.765,11574,,,96.481,,0,24.7,001111199111011991941
6200443,0x3f,2025-02-04T16:00:01Z,50.7405,1.5677,,,,24.308,,1.4,,,,,,,,,,,001119990979999999999
6200443,0x3f,2025-02-04T16:20:00Z,50.7405,1.5677,7.393,32.312,,,3.317,0.647,6.66,0.24,1.771,11562,,,96.542,,0,23.708,001111199111011991941
6200443,0x3f,2025-02-04T16:40:00Z,50.7405,1.5677,7.395,32.226,,,3.309,0.646,6.68,0.247,1.829,11599,,,96.431,,0,23.288,001111199111011991941
6200443,0x3f,2025-02-04T17:00:00Z,50.7405,1.5677,7.402,32.243,,,3.311,0.652,6.68,0.247,2.385,11587,,,96.307,,0,23.348,001111199111011991941
6200443,0x3f,2025-02-04T17:20:00Z,50.7405,1.5677,7.399,32.279,,,3.315,0.669,6.66,0.25,3.196,11562,,,96.27,,0,23.31,001111199111011991941
6200443,0x3f,2025-02-04T17:40:00Z,50.7405,1.5677,7.402,32.276,,,3.315,0.663,6.65,0.28,2.011,11550,,,96.32,,0,22.875,001111199111011991941
6200443,0x3f,2025-02-04T18:00:00Z,50.7405,1.5677,7.4,32.304,,,3.317,0.652,6.65,0.246,2.051,11550,,,96.258,,0,22.655,001111199111011991941
6200443,0x3f,2025-02-04T18:20:00Z,50.7405,1.5677,7.396,32.311,,,3.318,0.659,6.64,0.265,2.648,11537,,,95.974,,0,22.671,001111199111011991941
6200443,0x3f,2025-02-04T18:40:00Z,50.7405,1.5677,7.381,32.327,,,3.318,0.669,6.66,0.242,2.615,11562,,,96.246,,0,22.244,001111199111011991941
6200443,0x3f,2025-02-04T19:00:00Z,50.7405,1.5677,7.368,32.365,,,3.32,0.667,6.65,0.234,2.53,11550,,,96.196,,0,21.698,001111199111011991941
6200443,0x3f,2025-02-04T19:20:00Z,50.7405,1.5677,7.365,32.421,,,3.324,0.682,6.67,0.255,2.334,11587,,,96.481,,0,21.287,001111199111011991941
6200443,0x3f,2025-02-04T19:40:00Z,50.7405,1.5677,7.367,32.452,,,3.328,0.68,6.67,0.24,1.659,11587,,,96.555,,0,21.927,001111199111011991941
6200443,0x3f,2025-02-04T20:00:01Z,50.7405,1.5677,7.367,32.49,,,3.332,0.683,6.64,0.243,1.503,11537,,,96.11,,0,22.314,001111199111011991941
6200443,0x3f,2025-02-04T20:20:00Z,50.7405,1.5677,7.354,32.473,,,3.329,0.682,6.64,0.299,1.365,11537,,,95.974,,0,21.854,001111199111011991941
6200443,0x3f,2025-02-04T20:40:00Z,50.7405,1.5677,7.355,32.471,,,3.329,0.695,6.64,0.244,1.299,11550,,,96.097,,0,22.38,001111199111011991941
6200443,0x3f,2025-02-04T21:00:00Z,50.7405,1.5677,7.341,32.502,,,3.33,0.679,6.64,0.237,2.352,11550,,,96.295,,0,24.001,001111199111011991941
