PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DRYT LEVEL-1 (degree_Celsius),ALTS LEVEL-1 (meter),ATMS LEVEL-1 (hectopascal),DEPH LEVEL-1 (meter),GDIR LEVEL-1 (degree),GSPD LEVEL-1 (meter/second),LGH4 LEVEL-1 (micro einstein m-2 s-1),RELH LEVEL-1 (%),WDIR LEVEL-1 (degree),WSPD LEVEL-1 (meter/second),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),CNDC LEVEL1 (S/m),DEPH LEVEL1 (meter),DOX1 LEVEL1 (ml/l),END_CYCLE_FLOW LEVEL1 (l/minute),FLU3 LEVEL1 (FFU),MASS_DOXY LEVEL1 (milligram/m3),OSAT LEVEL1 (%),PHPH LEVEL1 (none),TUR4 LEVEL1 (ntu),TEMP LEVEL3 (degree_Celsius),PSAL LEVEL3 (psu),BATTERY LEVEL3 (volt),CNDC LEVEL3 (S/m),DEPH LEVEL3 (meter),END_CYCLE_FLOW LEVEL3 (l/minute),FLU3 LEVEL3 (FFU),MASS_DOXY LEVEL3 (milligram/m3),OSAT LEVEL3 (%),PHPH LEVEL3 (none),TUR4 LEVEL3 (ntu),QC
6100284,2025-02-08T03:10:04Z,43.3189,4.8662,9.5,5.8,1018,-3,218.5,25.7,,0,124.3,21.3,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-08T03:30:00Z,43.3189,4.8662,,,,,,,,,,,13.763,37.823,4.47,2.569,5.54,0.667,0.703,9804,94.773,0,8.112,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-08T03:34:01Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T04:00:01Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.759,37.814,,4.468,20,0,0.688,9670,93.474,0,53.821,011199999999999999999999911917011141
6100284,2025-02-08T04:04:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T04:10:05Z,43.3189,4.8662,10,4.2,1018,-3,248.1,26.1,,0,121.9,20.4,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-08T04:30:00Z,43.3189,4.8662,,,,,,,,,,,13.76,37.803,4.468,2.645,5.51,0.507,0.628,9742,94.134,0,8.528,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-08T04:34:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T05:00:02Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.763,37.788,,4.466,20,0,0.638,9773,94.402,0,63.211,011199999999999999999999911917011141
6100284,2025-02-08T05:04:01Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T05:10:04Z,43.3189,4.8662,10.7,3.6,1018,-3,233.9,25.9,,0,121.9,21.8,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-08T05:30:00Z,43.3189,4.8662,,,,,,,,,,,13.755,37.814,4.468,2.077,5.51,0.703,0.562,9752,94.278,0,10.512,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-08T05:34:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T06:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.736,37.79,,4.463,20,0,0.643,9556,92.34,0,59.274,011199999999999999999999911917011141
6100284,2025-02-08T06:04:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T06:10:05Z,43.3189,4.8662,9.4,8.4,1019,-3,195,28.6,,0,116.9,21.2,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-08T06:30:00Z,43.3189,4.8662,,,,,,,,,,,13.693,37.868,4.466,2.724,5.48,0.757,0.648,9701,93.628,0,8.435,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-08T06:34:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T07:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.691,37.84,,4.463,20,0,0.629,9814,94.69,0,50.092,011199999999999999999999911917011141
6100284,2025-02-08T07:04:00Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T07:10:04Z,43.3189,4.8662,9.5,14.7,1019,-3,252.7,30.3,,0,126.2,21.8,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-08T07:30:00Z,43.3189,4.8662,,,,,,,,,,,13.692,37.871,4.467,2.252,5.56,0.639,0.485,9835,94.835,0,10.612,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-08T07:34:00Z,43.3189,4.8662,,,,-3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T08:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.677,37.833,,4.462,20,0,0.619,9752,93.969,0,46.178,011199999999999999999999911917011141
6100284,2025-02-08T08:00:01Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,,,27.595,,20,,,,,,,011199999999999999999999999097999999
6100284,2025-02-08T08:04:00Z,43.3189,4.8662,,,,-3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T08:10:04Z,43.3189,4.8662,10.8,10,1018,-3,185.2,21.3,,0,126.6,17.2,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-08T08:30:00Z,43.3189,4.8662,,,,,,,,,,,13.668,37.865,4.464,1.827,5.54,0.411,0.535,9804,94.474,0,8.966,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-08T08:34:01Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T09:00:01Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.676,37.82,,4.461,20,0,0.697,9865,95.103,0,56.075,011199999999999999999999911917011141
6100284,2025-02-08T09:04:00Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T09:10:05Z,43.3189,4.8662,11.6,8.4,1018,-3,252.6,20.5,,0,132.8,14.8,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-08T09:30:01Z,43.3189,4.8662,,,,,,,,,,,13.698,37.897,4.47,1.172,5.57,0.629,0.509,9865,95.113,0,7.859,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-08T09:34:00Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T10:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.698,37.873,,4.467,20,0,0.623,9783,94.391,0,62.019,011199999999999999999999911917011141
6100284,2025-02-08T10:04:00Z,43.3189,4.8662,,,,-3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T10:10:00Z,43.3189,4.8662,10.9,7.7,1019,-3,241.2,26,,0,124.1,24.6,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-08T10:30:00Z,43.3189,4.8662,,,,,,,,,,,13.718,37.892,4.473,2.324,5.56,0.487,0.406,9845,95.02,0,6.682,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-08T10:34:00Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T11:04:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T11:30:01Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.689,37.847,,4.464,20,0,0.597,9865,95.134,0,55.244,011199999999999999999999911917011141
6100284,2025-02-08T11:34:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T12:30:00Z,43.3189,4.8662,,,,,,,,,,,13.659,37.861,4.462,1.61,5.6,0,0.518,9907,95.484,0,6.736,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-08T12:32:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T13:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.692,37.861,,4.466,20,0,0.67,10010,96.195,0,48.469,011199999999999999999999911917011141
6100284,2025-02-08T13:02:00Z,43.3189,4.8662,,,,-3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T13:10:04Z,43.3189,4.8662,6,4.1,1019,-3,353.6,7,,0,319.2,4.7,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-08T13:30:00Z,43.3189,4.8662,,,,,,,,,,,13.557,37.187,4.363,1.261,5.62,0.569,0.54,9907,95.34,0,8.466,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-08T13:32:00Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T14:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.76,37.871,,4.475,20,0,0.569,9381,90.381,0,31.09,011199999999999999999999911917011141
6100284,2025-02-08T14:02:00Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T14:10:03Z,43.3189,4.8662,6.3,5.6,1019,-3,356,8.1,,0,4.3,4.5,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-08T14:30:00Z,43.3189,4.8662,,,,,,,,,,,13.767,37.825,4.466,1.971,5.45,0.615,0.494,9639,92.969,0,4.875,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-08T14:32:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T15:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.787,37.89,,4.479,20,0,0.512,9814,94.742,0,19.901,011199999999999999999999911917011141
6100284,2025-02-08T15:02:01Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T15:10:04Z,43.3189,4.8662,6.3,5.5,1019,-3,358.7,8.7,,0,355.7,7.9,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-08T15:30:00Z,43.3189,4.8662,,,,,,,,,,,13.662,37.637,4.444,2.024,5.55,0.54,0.517,9814,94.587,0,4.836,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-08T15:32:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T16:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.795,37.879,,4.478,20,0,0.505,9257,89.278,0,20.255,011199999999999999999999911917011141
6100284,2025-02-08T16:00:01Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,,,27.555,,20,,,,,,,011199999999999999999999999097999999
6100284,2025-02-08T16:02:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T16:10:04Z,43.3189,4.8662,6.1,7.6,1020,-3,358,40.7,,0,321.6,4.8,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-08T16:30:00Z,43.3189,4.8662,,,,,,,,,,,13.712,37.625,4.434,1.942,5.38,0.624,0.46,9505,91.731,0,4.137,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-08T16:32:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T17:00:01Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.801,37.89,,4.481,20,0,0.463,9845,94.989,0,14.518,011199999999999999999999911917011141
6100284,2025-02-08T17:02:00Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T17:10:05Z,43.3189,4.8662,5.5,15.4,1021,-3,358.4,9.8,,0,337.8,7,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-08T17:30:00Z,43.3189,4.8662,,,,,,,,,,,13.734,37.654,4.453,2.134,5.55,0.499,0.448,9814,94.721,0,4.39,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-08T17:32:00Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T18:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.797,37.885,,4.48,20,0,0.479,9278,89.474,0,14.241,011199999999999999999999911917011141
6100284,2025-02-08T18:02:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T18:10:04Z,43.3189,4.8662,4.8,8.6,1021,-3,355.2,12.2,,0,344.4,7.7,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-08T18:30:01Z,43.3189,4.8662,,,,,,,,,,,13.719,37.71,4.441,2.068,5.42,0.511,0.434,9577,92.36,0,6.574,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-08T18:32:00Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T19:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.787,37.888,,4.479,20,0,0.486,9865,95.123,0,10.366,011199999999999999999999911917011141
6100284,2025-02-08T19:02:01Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T19:10:06Z,43.3189,4.8662,4.5,9.2,1022,-3,356,11.8,,0,343.5,7.3,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-08T19:30:00Z,43.3189,4.8662,,,,,,,,,,,13.77,37.811,4.47,1.97,5.55,0.575,0.464,9814,94.69,0,9.873,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-08T19:32:00Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T20:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.796,37.884,,4.479,20,0,0.464,9257,89.35,0,12.819,011199999999999999999999911917011141
6100284,2025-02-08T20:02:00Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T20:10:07Z,43.3189,4.8662,4.2,10.2,1023,-3,357.7,13.6,,0,346.3,6.7,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-08T20:30:00Z,43.3189,4.8662,,,,,,,,,,,13.76,37.772,4.466,1.716,5.32,0.507,0.421,9412,90.855,0,11.104,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-08T20:32:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T21:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.797,37.889,,4.48,20,0,0.392,9773,94.391,0,9.204,011199999999999999999999911917011141
6100284,2025-02-08T21:02:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T21:10:05Z,43.3189,4.8662,4.1,9.5,1024,-3,355.8,11.3,,0,341.2,9.3,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-08T21:30:00Z,43.3189,4.8662,,,,,,,,,,,13.753,37.659,4.458,1.941,5.53,0.642,0.411,9783,94.577,0,9.697,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-08T21:32:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T22:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.798,37.859,,4.477,20,0,0.404,9237,89.175,0,6.274,011199999999999999999999911917011141
6100284,2025-02-08T22:02:00Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T22:10:05Z,43.3189,4.8662,4.1,13.3,1024,-3,358.5,13.6,,0,352.3,8.4,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-08T22:30:00Z,43.3189,4.8662,,,,,,,,,,,13.739,37.74,4.458,1.58,5.39,0.593,0.45,9536,92.061,0,7.966,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-08T22:32:01Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T23:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.795,37.868,,4.477,20,0,0.414,9855,95.154,0,7.397,011199999999999999999999911917011141
6100284,2025-02-08T23:02:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-08T23:10:04Z,43.3189,4.8662,4.2,9.4,1023,-3,358.3,13.3,,0,350.6,9.2,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-08T23:30:00Z,43.3189,4.8662,,,,,,,,,,,13.709,37.704,4.451,1.771,5.54,0.583,0.408,9793,94.515,0,8.482,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-08T23:32:01Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-09T00:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.798,37.858,,4.477,20,0,0.402,9319,89.948,0,6.797,011199999999999999999999911917011141
6100284,2025-02-09T00:00:02Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,,,27.36,,20,,,,,,,011199999999999999999999999097999999
6100284,2025-02-09T00:02:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-09T00:10:04Z,43.3189,4.8662,4.3,7.1,1024,-3,358.7,11.7,,0,358.5,9.9,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-09T00:30:00Z,43.3189,4.8662,,,,,,,,,,,13.672,37.716,4.446,1.877,5.39,0.586,0.475,9525,91.845,0,6.828,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-09T00:32:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-09T01:00:02Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.786,37.843,,4.474,20,0,0.402,9793,94.567,0,6.559,011199999999999999999999911917011141
6100284,2025-02-09T01:02:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-09T01:10:06Z,43.3189,4.8662,4.2,11.3,1024,-3,240.6,11.5,,0,8.3,9.4,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-09T01:30:00Z,43.3189,4.8662,,,,,,,,,,,13.57,37.417,4.414,1.91,5.55,0.599,0.422,9804,94.36,0,7.613,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-09T01:32:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-09T02:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.736,37.819,,4.466,20,0,0.408,9536,91.742,0,6.905,011199999999999999999999911917011141
6100284,2025-02-09T02:02:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-09T02:10:04Z,43.3189,4.8662,4.7,10.8,1024,-3,359.1,8.3,,0,5.7,6,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-09T02:30:00Z,43.3189,4.8662,,,,,,,,,,,13.442,37.454,4.395,2.064,5.44,0.556,0.441,9618,92.237,0,7.551,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-09T02:32:00Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-09T03:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.693,37.786,,4.459,20,0,0.408,10000,95.835,0,9.804,011199999999999999999999911917011141
6100284,2025-02-09T03:02:00Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-09T03:10:04Z,43.3189,4.8662,5,6.3,1023,-3,32.1,6.5,,0,20.4,5.1,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-09T03:30:00Z,43.3189,4.8662,,,,,,,,,,,13.44,37.495,4.404,1.878,5.57,0.596,0.411,9845,94.381,0,6.213,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-09T03:32:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-09T04:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.662,37.765,,4.452,20,0,0.385,9381,89.917,0,8.497,011199999999999999999999911917011141
6100284,2025-02-09T04:02:01Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-09T04:10:03Z,43.3189,4.8662,5.1,7.7,1024,-3,358,6.3,,0,356.3,4.6,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-09T04:30:00Z,43.3189,4.8662,,,,,,,,,,,12.912,36.92,4.294,1.858,5.44,0.532,0.578,9587,91.02,0,9.081,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-09T04:32:01Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-09T05:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.091,37.277,,4.344,20,0,0.631,10030,95.35,0,28.737,011199999999999999999999911917011141
6100284,2025-02-09T05:02:00Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-09T05:10:04Z,43.3189,4.8662,4.4,6.7,1024,-3,327.4,5.9,,0,306.6,5.2,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-09T05:30:00Z,43.3189,4.8662,,,,,,,,,,,12.927,37.137,4.311,1.981,5.67,0.6,0.593,10010,94.886,0,7.613,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-09T05:32:00Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-09T06:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.41,37.681,,4.417,20,0,0.439,9628,91.649,0,8.258,011199999999999999999999911917011141
6100284,2025-02-09T06:02:01Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-09T06:10:05Z,43.3189,4.8662,3.9,11.8,1025,-3,344.6,5.7,,0,329.4,4.1,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-09T06:30:00Z,43.3189,4.8662,,,,,,,,,,,12.857,37.052,4.295,1.923,5.5,0.591,0.598,9701,91.969,0,6.398,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-09T06:32:01Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-09T07:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.411,37.696,,4.419,20,0,0.42,10134,96.463,0,10.788,011199999999999999999999911917011141
6100284,2025-02-09T07:02:00Z,43.3189,4.8662,,,,-3,,,214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-09T07:10:05Z,43.3189,4.8662,4.1,9.8,1025,-3,352.5,6.2,,0,345.1,3.8,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-09T07:30:01Z,43.3189,4.8662,,,,,,,,,,,12.624,36.813,4.243,2.051,5.64,0.594,0.666,9948,93.979,0,7.128,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-09T07:32:00Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-09T08:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.46,37.761,,4.431,20,0,0.379,9659,91.773,0,9.796,011199999999999999999999911917011141
6100284,2025-02-09T08:00:01Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,,,27.383,,20,,,,,,,011199999999999999999999999097999999
6100284,2025-02-09T08:02:00Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-09T08:10:04Z,43.3189,4.8662,5.6,9,1025,-3,239.9,6.4,,0,29,5.5,,,,,,,,,,,,,,,,,,,,,,,011111171194119999999999999999999999
6100284,2025-02-09T08:30:00Z,43.3189,4.8662,,,,,,,,,,,12.672,36.765,4.245,1.788,5.47,0.683,0.782,9639,91.082,0,9.027,,,,,,,,,,,,011199999999991111101114199999999999
6100284,2025-02-09T08:32:00Z,43.3189,4.8662,,,,-3,,,-214748,,,,,,,,,,,,,,,,,,,,,,,,,,011199979949999999999999999999999999
6100284,2025-02-09T09:00:00Z,43.3189,4.8662,,,,,,,,,,,,,,,,,,,,,,13.5,37.747,,4.433,20,0,0.439,10144,96.402,0,8.274,011199999999999999999999911917011141
